car_id,model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,target_reg,target_class,mean_rating,distance_sum,rating_min,speed_max,user_ride_quality_median,deviation_normal_count,user_uniq
y-4993026F,Kia Rio X,economy,petrol,4.9,2015,84435,2020,25.86,gear_stick,4.526494252873563,8055369.116513163,0.1,108.41344840053908,-5.278125461701266,174,172
a15377311f,Audi Q3,premium,petrol,4.5,2013,54681,2022,82.96,another_bug,4.6482758620689655,18248814.389212668,0.1,200.0,0.4078108241181398,174,173
U-1696081V,Kia Rio X,economy,petrol,5.86,2014,68240,2015,43.63,wheel_shake,4.732586206896552,10093617.071386259,0.1,129.36116373687366,-6.426285119370021,174,169
s19224549D,Smart ForFour,economy,petrol,3.7,2015,83258,2018,49.23,engine_check,4.250344827586207,17464371.7877495,0.1,147.89459568795888,-7.835329982244568,174,172
w20823113G,Kia Rio,economy,petrol,2.8,2012,26819,2015,34.47,break_bug,5.1370689655172415,15296474.845090782,0.1,112.92369444208909,0.1805158030482879,174,173
l-1349820J,MINI CooperSE,business,electro,4.7,2012,28544,2021,103.13,another_bug,4.554540229885058,13264494.08774097,0.1,171.49630932076633,10.113797456810666,174,168
R-2948274o,VW Polo,economy,petrol,3.16,2012,19999,2016,30.65,break_bug,5.1658045977011495,14841651.515900655,0.1,114.41908243397704,-4.45598239727442,174,173
t16782318O,Renault Sandero,standart,petrol,3.34,2015,94932,2015,33.59,engine_overheat,4.417701149425287,16051565.310934626,0.1,197.9640772229021,-13.599855812605409,174,174
Y-1457465R,VW Polo,economy,petrol,4.28,2015,87453,2015,46.17,electro_bug,4.107873563218391,8201005.916788655,0.0,180.8041498787537,-9.772813664533482,174,171
v-2144197C,Kia Sportage,standart,petrol,5.2,2012,20310,2016,59.03,engine_check,4.462701149425287,11831450.410086108,0.1,155.0,6.977542086839064,174,171
x-2014093y,Nissan Qashqai,standart,petrol,5.18,2015,73900,2020,38.74,electro_bug,4.141896551724138,18054302.702765666,0.0,183.0,5.014183602642937,174,174
d-4591998F,Smart Coupe,economy,petrol,4.9,2015,96146,2015,39.47,break_bug,5.323620689655172,16717991.570454082,0.36,119.55459960465902,1.7625124042858227,174,170
r-2090723O,Smart Coupe,economy,petrol,4.1,2015,83934,2019,30.57,break_bug,5.164080459770115,5621155.537376952,0.1,94.15208521064528,-8.847046848802073,174,172
U-1191921E,Fiat 500,business,petrol,3.86,2015,74019,2018,60.55,engine_ignition,3.9528735632183905,12252646.411144117,0.1,179.90691797230951,-1.8892470737388964,174,173
r-1970023T,VW Polo VI,economy,petrol,4.58,2015,81306,2021,29.76,wheel_shake,4.748563218390805,18372952.622858606,0.1,135.82354914244408,-6.144822022822485,174,172
S-1674892M,Hyundai Solaris,economy,petrol,4.62,2014,65210,2016,25.43,electro_bug,4.377241379310345,14808468.1847767,0.0,183.9983673134217,1.7400146415039512,174,173
G-2162452R,Fiat 500,business,petrol,4.76,2012,28258,2018,47.23,gear_stick,4.697413793103449,8788693.886852853,0.1,117.55067572372576,12.3430606910604,174,172
A80378730d,Kia Rio X,economy,petrol,4.08,2012,22630,2021,35.06,wheel_shake,4.619080459770115,12464177.604585394,0.1,161.10589592785493,0.3920878359385017,174,173
u-1819284w,Renault Sandero,standart,petrol,6.48,2014,55236,2017,69.75,another_bug,4.74367816091954,15086291.78499257,0.1,197.0,20.409542431136042,174,170
v-1209318r,Kia Rio X-line,economy,petrol,6.5,2015,71430,2022,39.47,engine_fuel,4.197126436781609,17575330.15510578,0.1,167.88180944136872,9.072693670306828,174,171
p-3416801F,VW Tiguan,economy,petrol,4.48,2014,62289,2020,44.42,engine_overheat,4.1865517241379315,13388354.570922852,0.1,191.6125521679012,3.323505239909372,174,171
g11810192a,VW Tiguan,economy,petrol,3.24,2016,115460,2021,64.15,engine_check,4.656034482758621,15197433.383701365,0.1,150.0,3.742077159279135,174,165
b46831044u,Hyundai Solaris,economy,petrol,4.86,2012,27025,2018,23.31,engine_fuel,4.211436781609195,19854876.899182267,0.1,169.9727719909754,-20.065994123920852,174,173
y22428950Y,VW Polo,economy,petrol,4.66,2012,18156,2014,28.82,gear_stick,4.601494252873563,9648194.517615903,0.1,92.5087780636002,3.73654055426712,174,173
v20100933V,Kia Sportage,standart,petrol,3.94,2015,82684,2016,36.78,engine_overheat,4.300402298850575,13372755.441732328,0.1,188.06374077614197,3.148898611358044,174,172
d12165520i,Audi Q3,premium,petrol,4.06,2016,97009,2019,42.18,electro_bug,4.220862068965517,18956878.57069741,0.0,167.61970051996792,-9.435948748675322,174,171
l-2243901f,Smart Coupe,economy,petrol,4.94,2014,66586,2015,58.38,engine_check,4.512298850574712,12321376.597588563,0.74,176.3475000243388,10.052853527430464,174,173
m16922194d,Smart ForFour,economy,petrol,2.82,2017,106380,2020,31.44,gear_stick,4.764827586206897,16310259.744355237,0.1,120.21069939675448,4.187552202978984,174,174
t-1587546h,Smart ForFour,economy,petrol,4.2,2016,108607,2019,43.98,engine_fuel,4.16367816091954,7497891.698613518,0.1,161.20060416831777,3.3656536153753214,174,171
d86346817o,Smart ForFour,economy,petrol,4.3,2014,70793,2016,30.25,engine_overheat,4.081149425287356,16460238.033627402,0.1,194.65416658110175,5.61708832861623,174,172
l79825102V,Smart Coupe,economy,petrol,5.06,2015,96347,2021,33.96,wheel_shake,4.744252873563219,15266687.84198353,0.1,158.98448056840908,-3.702875884129835,174,172
C-1658821I,Kia Sportage,standart,petrol,4.66,2011,8846,2014,81.03,another_bug,4.430804597701149,11244615.432190327,0.1,184.8557951501857,0.5279740728406762,174,171
n-2084367B,VW Polo,economy,petrol,4.86,2015,76346,2018,27.06,engine_fuel,4.422643678160919,10685866.488160083,0.1,158.72552066023994,0.11790284069498175,174,170
z19301567i,VW Tiguan,economy,petrol,4.34,2013,46941,2022,52.09,engine_overheat,3.931551724137931,16719292.116364306,0.1,186.7631212841916,-4.383860533783525,174,173
H-4823323i,Renault Sandero,standart,petrol,4.48,2013,36590,2014,35.85,break_bug,5.448103448275862,15481792.330943232,0.1,128.67395470361598,-4.046715712529338,174,172
n31353865P,Kia Rio X-line,economy,petrol,3.1,2013,44609,2016,23.61,engine_fuel,3.9669540229885056,15713272.751725463,0.1,165.72900522983534,-16.14785727875089,174,172
i-1314717a,VW Polo,economy,petrol,5.62,2015,86871,2020,46.41,engine_check,4.358735632183908,11429431.796160575,0.1,153.7975379620222,6.094424947304896,174,170
g88708259n,VW Polo VI,economy,petrol,3.8,2014,62893,2016,30.37,electro_bug,4.170344827586207,11998230.314472673,0.0,187.2505821065114,-1.1076266921141165,174,173
M10208049m,Audi A4,premium,petrol,4.26,2017,109507,2019,63.75,engine_overheat,4.4110344827586205,11142001.647142908,0.1,189.51007170389656,10.424484830777043,174,172
p10312031l,VW Polo VI,economy,petrol,4.08,2015,78955,2019,26.0,wheel_shake,4.538390804597701,17538338.49950984,0.33,123.70873652922684,12.753293712109855,174,174
j15820254t,Kia Sportage,standart,petrol,4.2,2015,84982,2014,38.7,engine_fuel,4.1739080459770115,11983476.998782272,0.1,167.11877960599983,-7.789791277992588,174,172
b11219834D,VW Polo,economy,petrol,3.94,2015,75852,2016,53.48,engine_check,4.630632183908046,13432431.189062383,0.1,168.6074237980778,-1.7943551509519668,174,173
g27845738D,Kia Rio X-line,economy,petrol,2.04,2012,27291,2019,51.74,wheel_shake,4.766551724137931,13646297.369728891,0.12,118.0,-3.2801223764583787,174,170
a-2277951A,Kia Sportage,standart,petrol,4.6,2013,42786,2021,28.44,engine_fuel,3.9064367816091954,9752375.338514842,0.1,182.90161375425797,9.482973890969694,174,173
b-8541663W,Renault Sandero,standart,petrol,4.48,2011,1285,2014,61.45,engine_ignition,3.972816091954023,20751549.60297139,0.1,192.64610498692457,0.3214633226401644,174,172
c-1328664u,Smart ForFour,economy,petrol,8.9,2016,108915,2018,33.83,break_bug,5.311896551724137,21809331.00142583,0.1,120.00098648808525,-32.51785900050245,174,173
q-1501864D,VW Polo,economy,petrol,4.92,2015,84509,2016,33.15,gear_stick,4.06867816091954,17756381.442033798,0.4,106.35772778014424,7.624060501577048,174,172
P-2028474q,Renault Kaptur,standart,petrol,5.78,2012,22604,2015,34.64,engine_overheat,4.4222413793103446,17357080.239304326,0.1,171.0,-11.033570180829681,174,173
b-1943502r,Smart ForTwo,economy,petrol,5.24,2014,65715,2015,36.01,break_bug,5.625689655172414,10932046.498185921,0.1,105.46758568154976,-2.653718116944301,174,174
X13904036v,Hyundai Solaris,economy,petrol,3.8,2014,67882,2019,61.24,engine_check,4.579770114942528,12786989.488381479,0.1,166.23919367735942,31.932507100434748,174,170
p22201009c,Skoda Rapid,economy,petrol,2.58,2014,62465,2017,90.36,another_bug,4.871896551724138,20327636.993894152,0.1,200.0,-4.068112343985875,174,170
b-1731846p,Smart ForFour,economy,petrol,3.82,2015,76340,2016,46.81,engine_overheat,3.955574712643678,9681598.370622199,0.1,191.08191454102663,-0.8100003200043775,174,172
m-1232449r,Renault Kaptur,standart,petrol,4.86,2012,21331,2017,30.5,engine_overheat,4.268735632183908,20750521.995796625,0.1,188.0,-4.738577303238027,174,173
s73955878e,Nissan Qashqai,standart,petrol,4.7,2015,81843,2020,27.32,gear_stick,4.283448275862069,9158741.205379806,0.1,94.85281121983088,1.158191972060948,174,170
w21104807B,Kia Rio X,economy,petrol,3.44,2015,85781,2019,60.28,engine_ignition,3.8601149425287353,12702841.009359319,0.1,186.0,-0.09305324091183315,174,173
Y-8714590s,Hyundai Solaris,economy,petrol,5.12,2014,58403,2016,36.44,electro_bug,3.753275862068966,12736760.609910298,0.0,195.0,1.0721995472557078,174,173
n-6604555n,VW Polo VI,economy,petrol,5.0,2015,87354,2018,26.5,electro_bug,4.049597701149425,17976546.948301077,0.0,200.0,2.871491593000214,174,171
B20112755F,Smart ForTwo,economy,petrol,3.18,2013,41277,2014,60.41,engine_ignition,4.077528735632184,21372632.335617106,0.1,199.0133679261376,-17.976291066676666,174,173
r-1818598c,Kia Sportage,standart,petrol,4.94,2011,2347,2022,38.98,electro_bug,4.50603448275862,15453089.8616817,0.0,174.11864582581347,-0.9461315521355854,174,174
b48529290x,VW Polo,economy,petrol,2.9,2013,56221,2014,39.82,break_bug,5.3196551724137935,7117578.721825608,0.1,105.92153806100768,21.673724458358482,174,173
P91727327m,Smart ForFour,economy,petrol,3.36,2017,118282,2015,38.96,wheel_shake,4.596781609195403,14758029.074631205,0.1,165.4200676391832,10.03148426471325,174,172
J20066002Q,VW Tiguan,economy,petrol,3.1,2015,80882,2022,54.76,engine_ignition,3.8718390804597704,18877752.168065876,0.1,189.418776342528,-7.931646745595003,174,173
P-2704218g,VW Polo,economy,petrol,4.24,2013,37333,2015,45.76,engine_check,4.393218390804598,17014293.341732223,0.1,168.0,-12.68746067967015,174,172
l-1379405m,Kia Rio X-line,economy,petrol,5.7,2014,70360,2014,34.45,electro_bug,4.299080459770114,15839193.251518685,0.0,184.30251364324383,3.774053899400964,174,172
C-1517922h,VW Polo,economy,petrol,4.5,2013,47240,2018,32.03,engine_overheat,4.022068965517241,13299390.419693362,0.1,197.30405923349332,11.383957698992255,174,173
I-3302827r,Kia Sportage,standart,petrol,4.66,2011,10964,2018,22.78,gear_stick,4.560919540229885,18633623.27531226,0.1,117.35411293271132,-1.7469002934333542,174,171
t-2006618I,Audi A3,premium,petrol,4.8,2017,111541,2021,41.67,electro_bug,4.272586206896551,11145302.164007286,0.0,200.0,7.024735626161373,174,172
E-6273926P,Hyundai Solaris,economy,petrol,4.7,2014,66138,2020,26.39,wheel_shake,4.597701149425287,17797665.907094717,0.1,119.0,7.497806103297584,174,171
a10698807I,Hyundai Solaris,economy,petrol,4.0,2015,77172,2020,39.26,break_bug,5.450287356321839,17904842.255405232,0.35,116.39574633496532,1.5790237585096838,174,174
A15941630F,Kia Sportage,standart,petrol,2.48,2012,24398,2019,50.9,engine_overheat,4.21816091954023,14302565.324701808,0.1,191.6640187876739,-1.000676916289856,174,173
t-4403975D,Kia Rio X-line,economy,petrol,5.56,2015,80216,2016,95.73,another_bug,4.791206896551724,13954704.96642275,0.1,200.0,-10.204617279510453,174,170
R14388702V,Kia Rio X-line,economy,petrol,2.3,2015,77635,2020,65.13,engine_check,4.6516091954022984,11767959.597159764,0.1,174.58479675050268,-20.87707851415574,174,170
j-9803131z,Skoda Rapid,economy,petrol,5.48,2014,70225,2015,29.32,electro_bug,4.313850574712644,22259941.961429138,0.0,197.11626122687056,0.4332860081764504,174,174
V-2042242Z,Smart ForTwo,economy,petrol,4.6,2017,124372,2014,50.05,engine_check,4.565574712643678,10785211.030213717,0.54,158.0,-3.736673020860371,174,172
Q-2229156F,Smart ForTwo,economy,petrol,6.44,2013,41238,2019,57.6,engine_check,4.724482758620689,13853076.593825825,0.1,181.35840883362656,-5.535064819167317,174,171
P17330852B,VW Polo,economy,petrol,5.72,2013,45196,2019,38.24,gear_stick,4.351034482758621,13040219.90399173,0.1,119.09966024650632,3.273698150308004,174,174
f11770501z,Skoda Rapid,economy,petrol,2.98,2016,101520,2017,28.79,break_bug,5.2925287356321835,9965664.21344631,0.32,118.59316915833226,12.352187365266994,174,174
O-7679980f,MINI CooperSE,business,electro,4.38,2013,40181,2021,82.36,engine_ignition,4.308448275862069,8070298.243789877,0.1,195.1367262465161,-19.03795328830379,174,170
d-4958292z,Hyundai Solaris,economy,petrol,4.72,2012,27466,2019,27.89,wheel_shake,4.7443103448275865,13181285.331851812,0.22,162.79119462060777,-19.490124253184966,174,170
i24986996P,Nissan Qashqai,standart,petrol,3.08,2013,41189,2017,37.39,electro_bug,4.607413793103449,8336693.645284867,0.0,179.9811537995444,11.035105415810413,174,174
q96758261e,Smart ForFour,economy,petrol,4.54,2013,38871,2017,78.03,engine_check,4.79103448275862,10795345.103024974,0.39,153.33696388741285,1.681731418512141,174,174
r15504196O,Smart Coupe,economy,petrol,4.38,2017,128424,2015,28.12,break_bug,5.376149425287356,5660410.065129187,0.1,104.77922716181754,2.4587417813408083,174,173
s-9164758n,Renault Kaptur,standart,petrol,3.76,2012,31867,2018,35.65,engine_overheat,4.102413793103449,17685040.567822613,0.1,193.8140948899118,-1.2659420235268917,174,171
R16339581p,Hyundai Solaris,economy,petrol,4.9,2014,53778,2016,76.14,another_bug,4.966781609195403,13456073.457068102,0.1,191.0,12.726329180784605,174,171
Z92202314D,VW Polo VI,economy,petrol,4.52,2015,79469,2014,28.95,engine_overheat,4.045172413793104,9210214.543163469,0.1,197.44722010910607,-2.8275299776048213,174,173
A10851146v,VW Polo,economy,petrol,4.38,2014,64605,2019,31.87,break_bug,5.357183908045977,14171272.89538091,0.1,106.57751824343904,3.8077826559145755,174,174
Z49218892E,VW Polo VI,economy,petrol,3.22,2014,55056,2015,36.89,gear_stick,4.503793103448276,1478866.3194710591,0.1,117.98874953464332,-4.536328257980163,174,172
Y10613935s,Skoda Rapid,economy,petrol,4.2,2016,88360,2016,30.14,break_bug,5.304942528735633,10214307.811628377,0.1,114.0,0.9124258240688383,174,173
C-6633868m,Skoda Rapid,economy,petrol,4.98,2016,94149,2021,31.37,wheel_shake,4.773793103448276,13647243.536712484,0.1,120.7491570030344,-4.173829433163533,174,169
R12442788C,Nissan Qashqai,standart,petrol,3.78,2015,88326,2019,59.14,engine_ignition,4.191149425287357,21926610.21889629,0.1,196.0,7.31645010958317,174,174
N-2189109n,Renault Kaptur,standart,petrol,4.94,2015,83708,2014,43.89,engine_fuel,4.307471264367816,13472840.098434988,0.1,190.94752262171028,-2.2067179163987727,174,171
x-1111076W,VW Polo VI,economy,petrol,5.7,2015,82708,2014,35.43,electro_bug,4.549080459770114,11911291.161270812,0.0,173.93107580561323,-6.938592645356451,174,174
e23025129X,Nissan Qashqai,standart,petrol,3.74,2011,1219,2018,34.33,break_bug,5.415057471264368,12221017.454419818,0.1,104.98422467976398,0.8429969722179745,174,172
I-1847374X,VW Polo VI,economy,petrol,5.58,2015,78994,2019,64.77,engine_ignition,4.161436781609195,12620659.30033434,0.1,194.37575864887563,-13.028668384329125,174,174
k15171262X,Smart ForFour,economy,petrol,3.74,2016,105659,2018,46.47,engine_overheat,4.123908045977011,4941844.209409777,0.1,180.98073013190012,-8.673654432314663,174,173
d-2112406w,Renault Kaptur,standart,petrol,5.08,2015,87536,2021,44.49,break_bug,5.298103448275862,12565118.503728867,0.69,107.7391980093802,-7.835884059808661,174,171
x-1408552U,VW Polo VI,economy,petrol,3.6,2013,41213,2017,29.15,wheel_shake,4.585114942528736,12323477.645439748,0.1,121.11572909053284,-15.629438415736958,174,173
Z34332118r,Smart Coupe,economy,petrol,3.64,2013,38897,2021,60.26,engine_ignition,4.3180459770114945,15661299.937939333,0.1,193.0,0.09958141856817625,174,174
h-2930740k,Audi A4,premium,petrol,4.72,2017,116983,2017,45.71,engine_overheat,4.463218390804598,12585431.817308484,0.1,188.0,-7.557827648062274,174,168
V-9728915a,VW Polo VI,economy,petrol,4.54,2014,70612,2019,27.71,engine_overheat,4.076609195402299,21896242.970119245,0.1,198.32389317110048,22.753861505570207,174,173
M17938835z,Skoda Rapid,economy,petrol,3.32,2015,94780,2016,43.0,wheel_shake,4.589367816091953,9979294.116604712,0.1,119.0,27.49516418889398,174,173
d42149834P,Nissan Qashqai,standart,petrol,3.86,2012,25720,2022,37.96,engine_fuel,3.749770114942529,18239356.531710144,0.1,193.1903193516084,1.9743711686899466,174,169
y37826050q,Smart ForFour,economy,petrol,4.34,2017,122107,2018,54.9,engine_check,4.4671839080459765,17678945.10331676,0.1,170.55702493153137,-4.985809864675719,174,173
j-1349295E,Renault Kaptur,standart,petrol,5.16,2011,4212,2015,34.34,engine_overheat,4.150459770114942,14188760.302758113,0.1,195.8573427531956,-14.245720446760089,174,173
I47319182n,Kia Rio X-line,economy,petrol,3.58,2013,44588,2018,29.05,engine_overheat,4.372011494252874,19677106.440373316,0.1,183.40823464876328,1.9587918157946516,174,172
f-1300760u,Kia Sportage,standart,petrol,5.3,2011,2427,2019,22.32,break_bug,5.353793103448276,13084034.977011835,1.1,110.49121563092096,-12.757246269542858,174,170
v14623001k,Smart Coupe,economy,petrol,0.98,2017,119398,2014,64.29,another_bug,4.85264367816092,13666634.067789443,0.59,190.0,-6.681505522269614,174,169
f-1863210S,Hyundai Solaris,economy,petrol,4.86,2011,5638,2018,101.29,another_bug,4.5329310344827585,10762647.126185915,0.1,191.0,-2.3148093909428042,174,170
t94682640x,Kia Rio X,economy,petrol,3.08,2015,83715,2022,51.1,engine_overheat,4.150459770114942,8031268.491082722,0.1,199.3953804796364,-7.550689863867077,174,173
L-6391483w,Skoda Rapid,economy,petrol,4.4,2016,90059,2020,30.14,engine_overheat,4.095,14014056.82953846,0.1,189.48483782671656,0.2905337191986701,174,173
s18030533g,VW Polo VI,economy,petrol,3.78,2012,24891,2016,43.0,break_bug,5.539770114942528,13431708.578820394,0.1,117.77742212019918,-11.037943777193648,174,173
I-3655411V,VW Polo VI,economy,petrol,4.06,2014,69131,2017,31.46,electro_bug,4.433390804597701,13709786.447998155,0.0,200.0,3.9643144987754555,174,172
Q-3432704o,VW Tiguan,economy,petrol,4.82,2016,95302,2019,57.08,engine_overheat,4.107241379310345,16031666.428979764,0.1,184.7762604991148,-2.3043358704334302,174,171
d-3700930e,Kia Rio,economy,petrol,4.52,2013,49610,2014,61.08,engine_ignition,4.025517241379311,11911696.19359929,0.1,197.83680572200964,-16.095565398874818,174,173
R-1779027F,Renault Kaptur,standart,petrol,6.34,2011,3267,2022,33.23,gear_stick,4.548103448275862,11994636.444030538,0.39,109.2672146508836,-0.5311467311411834,174,171
K-2177169P,Smart Coupe,economy,petrol,4.82,2014,66742,2020,50.69,engine_ignition,4.113735632183908,20470240.35767672,0.1,194.6902927915374,-18.339584756765973,174,172
B-1448242P,VW Tiguan,economy,petrol,4.48,2017,135569,2019,30.2,gear_stick,4.460172413793104,6303441.044048132,0.1,114.79487351587387,-5.074578526802522,174,169
V-1493273B,Renault Sandero,standart,petrol,6.02,2015,74211,2019,38.36,engine_fuel,4.445862068965518,12596567.268159552,0.1,190.8473943144048,-1.2450322098886064,174,170
Z-2128377r,Kia Rio X-line,economy,petrol,4.48,2012,23765,2014,53.99,engine_check,4.512931034482759,14089395.0362456,0.36,156.03245180846363,-0.7310020341217911,174,174
j-1994836d,Kia Rio X,economy,petrol,4.44,2015,89113,2016,31.38,wheel_shake,4.567126436781609,17227580.04255133,0.1,116.0,11.106461366113749,174,168
I-2255959U,VW Polo,economy,petrol,5.94,2013,47661,2017,25.26,gear_stick,4.479597701149426,14099177.908450391,0.1,109.91340936660404,3.701199024655563,174,173
P-2041199z,VW Polo,economy,petrol,4.7,2013,42215,2016,34.58,engine_overheat,4.075402298850575,18576142.553293813,0.1,181.6296675817976,-17.01030349961306,174,173
R15066591E,Renault Kaptur,standart,petrol,3.88,2014,60613,2019,19.93,break_bug,5.445229885057471,10116557.591896258,0.37,131.5601460220393,-8.11020948637848,174,174
G10820921U,Renault Sandero,standart,petrol,4.42,2015,78525,2022,99.71,another_bug,4.673218390804598,17103862.577208605,0.1,187.0,-1.6984821565190904,174,171
B-1357696S,Kia Rio X,economy,petrol,4.46,2012,30674,2021,71.03,another_bug,4.74683908045977,22021084.370032907,0.1,194.0,1.7074746944848123,174,172
h16279695K,Smart Coupe,economy,petrol,3.46,2016,94217,2021,35.58,wheel_shake,4.573448275862069,14437615.30394679,0.54,120.8184660589458,-14.349663075693634,174,171
R16902447f,Mini Cooper,business,petrol,4.1,2012,20824,2016,43.03,gear_stick,4.418218390804598,13974387.800326731,0.1,111.31206370407529,-11.089780353841252,174,172
S-6684161s,Hyundai Solaris,economy,petrol,5.4,2015,87468,2021,38.16,engine_overheat,4.516896551724138,24664170.03420172,0.1,170.0,5.046691345690359,174,170
h17861805G,Kia Rio X,economy,petrol,1.04,2014,72790,2021,53.72,engine_ignition,4.2555172413793105,17008131.790687475,0.1,189.1239742348236,1.6238973330816795,174,173
S54723559F,Hyundai Solaris,economy,petrol,5.04,2013,43721,2016,25.98,wheel_shake,4.576551724137931,12161782.239341052,0.1,122.7288694259307,-7.65713596052886,174,171
C-1103176C,Smart Coupe,economy,petrol,4.74,2014,59095,2015,31.01,electro_bug,4.056609195402299,9378145.322591655,0.0,199.0605563103869,-33.74761668487634,174,173
z41508842z,Skoda Rapid,economy,petrol,3.52,2015,83333,2021,28.39,engine_overheat,4.067931034482759,17548279.5965073,0.1,197.91165934167572,-25.911315260076762,174,174
d16699323u,Kia Rio X,economy,petrol,4.68,2015,72155,2016,51.11,engine_ignition,4.24632183908046,8600717.899110386,0.1,188.1863287623172,-7.784016092161886,174,170
C17311656B,Kia Sportage,standart,petrol,4.48,2014,65533,2016,29.63,gear_stick,4.2267816091954025,11603693.031882366,0.1,106.55324987378296,-4.204960725525851,174,170
B37768184I,Audi A3,premium,petrol,5.18,2015,91210,2020,50.43,break_bug,5.360574712643678,11706664.29334013,0.1,122.23482458899034,-22.925812953292798,174,173
f21340662W,Renault Kaptur,standart,petrol,3.2,2015,73265,2018,80.79,another_bug,4.6129310344827585,5268451.728787019,0.27,200.0,-11.411452022535975,174,171
z56003561k,Smart Coupe,economy,petrol,4.06,2014,69285,2014,86.47,another_bug,4.695919540229886,19344765.266803052,0.1,195.04778556322532,-7.159917482887563,174,173
F68295874Z,Renault Kaptur,standart,petrol,4.32,2015,88574,2017,47.93,engine_check,4.439655172413793,12228822.117047489,0.1,150.1721763780557,2.6451542139529556,174,173
Q19307898c,Kia Rio X,economy,petrol,3.04,2013,43207,2017,47.53,engine_check,4.761264367816092,10339137.323120212,0.1,156.0,-4.326004792490522,174,170
D-1319701n,Smart ForFour,economy,petrol,5.08,2017,110853,2017,39.17,break_bug,5.298793103448276,12795511.79352626,0.1,109.04047749823656,-3.511726070625187,174,171
y-6093462X,VW Polo,economy,petrol,5.0,2012,24149,2021,36.4,electro_bug,4.49896551724138,11998228.710873885,0.0,170.73754945808653,8.27748905748902,174,172
q20118649S,Kia Rio X,economy,petrol,4.5,2012,20871,2017,23.82,engine_fuel,4.266379310344828,11639605.659948159,0.1,182.05330398041227,-0.6108230629279882,174,173
Q10035994a,Smart Coupe,economy,petrol,2.72,2016,97460,2020,43.58,gear_stick,4.578218390804598,10584596.326119633,0.4,97.43197312709076,0.5167042999869437,174,173
L-4452446Z,Renault Sandero,standart,petrol,4.14,2013,41962,2016,56.24,another_bug,4.493448275862069,15993199.470664706,0.1,189.415752709356,-8.815600218973422,174,172
M-3227100t,VW Polo,economy,petrol,5.02,2012,21148,2016,51.52,engine_overheat,3.9573563218390806,8308833.135890617,0.1,198.3672318203993,-22.574069916764735,174,172
B88120693S,Renault Sandero,standart,petrol,3.68,2014,62343,2020,64.18,engine_ignition,4.210172413793104,8402973.109770024,0.1,175.26045288446076,0.556791501169656,174,173
m16516804p,Kia Rio X-line,economy,petrol,4.98,2014,59833,2014,44.33,engine_fuel,3.964655172413793,15676809.018541276,0.1,166.50377958807002,-3.5870698855050698,174,174
P19653432E,Hyundai Solaris,economy,petrol,3.5,2015,76001,2018,52.48,engine_ignition,4.1417816091954025,12155217.875242645,0.1,190.44310647145437,-2.415873231831236,174,173
x-1749702B,VW Polo,economy,petrol,4.54,2011,576,2016,44.59,gear_stick,4.424367816091954,14500234.705658358,0.1,125.75424712148347,5.700605138156062,174,171
x13220328w,Renault Sandero,standart,petrol,2.84,2013,42587,2018,33.75,gear_stick,4.691149425287357,12104206.22722879,0.1,120.54581590443644,-4.088148064107502,174,170
h17414658v,Smart ForFour,economy,petrol,4.56,2015,82544,2017,28.52,engine_overheat,4.028448275862069,21091461.7600026,0.1,192.18985292854663,-0.777090675132327,174,170
G-4985978n,Renault Kaptur,standart,petrol,4.26,2012,24105,2019,34.47,gear_stick,4.707356321839081,8361967.030199542,0.1,120.80121986750424,8.447469272828418,174,173
b-7040874b,Renault Sandero,standart,petrol,3.9,2014,67561,2018,36.3,electro_bug,4.18867816091954,11649977.995875219,0.0,199.59807184750107,-5.264269209630754,174,173
x58863702m,Kia Rio X-line,economy,petrol,4.76,2015,89626,2017,32.37,electro_bug,4.182816091954023,20635373.397008546,0.0,200.0,7.528693088506372,174,173
x84930337h,Kia Rio X-line,economy,petrol,3.54,2014,68064,2019,54.49,engine_overheat,4.397068965517241,15369070.025524585,0.1,188.0051985181376,-2.432630040019675,174,170
d18957206x,Renault Kaptur,standart,petrol,4.58,2012,19937,2016,31.02,electro_bug,4.451896551724138,11468009.614922877,0.0,200.0,-7.894501535913148,174,170
N-1745703G,Smart Coupe,economy,petrol,4.78,2014,63372,2015,65.66,engine_check,4.7346551724137935,8076438.013762557,0.32,147.0,-12.965121055606785,174,174
u24432042k,Kia Rio X-line,economy,petrol,3.06,2013,41027,2020,30.0,break_bug,5.473448275862069,11895086.403449906,0.1,115.50610409218208,6.540513838125786,174,173
z30508487R,Renault Sandero,standart,petrol,5.12,2014,63057,2019,38.39,break_bug,5.509942528735633,13331372.734291783,0.91,116.54473072996429,0.18817068517389,174,174
r16294059S,VW Tiguan,economy,petrol,4.4,2016,110995,2019,32.73,break_bug,5.205114942528736,7059207.465105991,0.1,109.96395808329794,27.286362075582247,174,173
H-2108091L,Hyundai Solaris,economy,petrol,4.4,2011,4913,2020,35.66,electro_bug,4.187068965517241,18315043.308219038,0.0,205.83812990827357,-0.0613062771521705,174,174
T-1861418l,Kia Rio X,economy,petrol,4.06,2015,90121,2019,59.3,engine_overheat,3.861034482758621,15927674.800588705,0.1,198.8148672077672,-0.47498004513452086,174,173
Y-2287594M,MINI CooperSE,business,electro,6.0,2015,73789,2019,66.51,engine_overheat,4.035689655172414,14020243.529370654,0.1,183.5018292447652,0.6653060880463232,174,172
