car_id,model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,target_reg,target_class
x-1906536c,Hyundai Solaris,economy,petrol,5.02,2014,53011,2017,9747.31,engine_ignition
u18980487U,Smart ForFour,economy,petrol,3.68,2016,102461,2017,985.65,break_bug
e-2144486u,Renault Kaptur,standart,petrol,5.04,2012,19858,2016,4610.58,gear_stick
T91451342E,Kia Sportage,standart,petrol,3.62,2013,46107,2015,2698.01,break_bug
G-1056464Y,Hyundai Solaris,economy,petrol,5.9,2015,92235,2020,1134.67,wheel_shake
r-5783636b,Hyundai Solaris,economy,petrol,4.14,2015,72538,2016,1205.64,electro_bug
r15183017n,VW Polo,economy,petrol,4.24,2012,21861,2017,1185.48,engine_fuel
L19403211X,VW Polo,economy,petrol,2.44,2015,83179,2020,3203.98,engine_fuel
a10378761Y,Renault Sandero,standart,petrol,4.22,2015,87528,2021,7833.3,another_bug
B-3210975f,Nissan Qashqai,standart,petrol,4.28,2013,43827,2019,4679.27,engine_overheat
c-2970759Z,VW Polo,economy,petrol,3.24,2014,59573,2016,5107.38,gear_stick
w-1633549j,VW Polo VI,economy,petrol,5.16,2015,92727,2017,909.84,gear_stick
R16318248Y,Kia Sportage,standart,petrol,3.68,2013,37185,2018,1719.71,another_bug
S22586262X,VW Polo VI,economy,petrol,2.36,2015,80927,2018,4468.71,break_bug
O-2404534e,VW Polo VI,economy,petrol,5.0,2014,64544,2017,7520.55,engine_check
T10517369V,Smart Coupe,economy,petrol,3.78,2014,63290,2015,3160.22,engine_ignition
X11944438J,Smart Coupe,economy,petrol,4.0,2016,107211,2017,11468.72,engine_ignition
g-2800926C,VW Tiguan,economy,petrol,5.0,2013,47573,2019,1596.24,another_bug
c54659423P,VW Tiguan,economy,petrol,4.86,2013,39123,2019,834.26,gear_stick
G13384578X,Hyundai Solaris,economy,petrol,3.38,2015,76597,2022,3150.19,gear_stick
a-9615725L,Smart Coupe,economy,petrol,4.92,2016,90589,2018,6584.65,engine_overheat
w-1727439L,MINI CooperSE,business,electro,4.32,2011,7708,2019,13707.77,another_bug
j-1671899T,Kia Rio X,economy,petrol,4.12,2011,3428,2016,1678.83,break_bug
u15513075K,Kia Rio X-line,economy,petrol,4.54,2011,1243,2016,308.07,engine_fuel
A28143979P,Kia Rio,economy,petrol,4.52,2011,3558,2015,576.96,engine_fuel
N-1944861C,Kia Rio,economy,petrol,4.36,2012,28601,2016,4218.37,engine_overheat
G-2566303j,VW Polo VI,economy,petrol,5.96,2014,62306,2018,10080.02,another_bug
c17239719M,Renault Kaptur,standart,petrol,3.86,2014,58136,2016,2211.07,engine_fuel
D70169920n,Kia Rio X-line,economy,petrol,3.9,2014,63700,2016,720.12,engine_overheat
K42844728e,Smart Coupe,economy,petrol,4.42,2014,58708,2019,8237.22,engine_ignition
n14331762U,VW Polo VI,economy,petrol,4.5,2015,86791,2017,527.84,break_bug
i-2071885N,Smart ForTwo,economy,petrol,6.32,2015,85858,2018,5407.68,engine_ignition
q15127304Z,Nissan Qashqai,standart,petrol,4.16,2015,72269,2021,7906.59,engine_ignition
i99395396b,Audi A4,premium,petrol,3.62,2014,65850,2021,35341.99,break_bug
o13713439w,Kia Rio,economy,petrol,3.7,2013,45873,2020,2569.19,electro_bug
x-1078063X,Smart ForTwo,economy,petrol,4.76,2015,70411,2022,3956.8,break_bug
y-1004097K,VW Polo,economy,petrol,5.5,2013,47183,2015,1663.4,engine_ignition
k56274815U,Mercedes-Benz E200,business,petrol,2.54,2013,49634,2019,3933.43,break_bug
U-6432729p,Smart ForTwo,economy,petrol,6.16,2017,111958,2016,4547.94,engine_check
x-2282172P,Smart Coupe,economy,petrol,5.2,2014,71773,2021,2135.68,engine_overheat
J87163790k,Kia Rio X,economy,petrol,4.16,2013,41911,2017,1312.31,another_bug
K-6183157n,Hyundai Solaris,economy,petrol,4.82,2014,61291,2015,959.79,gear_stick
l55253895U,VW Polo VI,economy,petrol,5.0,2013,43238,2016,1347.91,engine_fuel
W98320909n,Nissan Qashqai,standart,petrol,3.52,2015,78008,2019,1716.26,another_bug
f10607422r,Renault Sandero,standart,petrol,4.2,2011,4953,2018,4150.87,engine_ignition
C13983433s,Kia Rio X-line,economy,petrol,4.76,2013,41441,2016,2316.2,gear_stick
K-9603888y,Skoda Rapid,economy,petrol,5.94,2017,116891,2022,7403.06,engine_ignition
U-1298358e,Hyundai Solaris,economy,petrol,5.02,2014,70581,2018,1130.47,engine_fuel
u15884696J,Skoda Rapid,economy,petrol,3.04,2015,89839,2015,4884.31,another_bug
f22758859h,Renault Sandero,standart,petrol,4.46,2015,87321,2016,3671.32,engine_check
F21467141f,Kia Rio,economy,petrol,3.96,2015,86262,2016,1980.91,electro_bug
N23968812K,Smart ForTwo,economy,petrol,2.9,2017,129485,2016,3360.96,engine_check
L-1924578I,Renault Kaptur,standart,petrol,4.64,2013,42966,2021,4568.7,engine_fuel
A12536310C,Kia Rio,economy,petrol,4.08,2015,92526,2020,5836.59,another_bug
H-3320077V,Kia Rio X,economy,petrol,5.5,2015,78615,2021,838.27,wheel_shake
U54140464j,Smart ForFour,economy,petrol,3.7,2015,80085,2016,1027.51,electro_bug
H65625440y,VW Tiguan,economy,petrol,4.1,2016,98685,2017,4294.86,break_bug
O-1758049J,VW Polo VI,economy,petrol,5.6,2014,58615,2017,6236.71,engine_overheat
H-1890031K,Kia Sportage,standart,petrol,6.52,2013,38643,2020,4245.41,break_bug
M11283443a,Nissan Qashqai,standart,petrol,2.86,2015,96818,2022,1081.26,engine_fuel
l-1177682G,Tesla Model 3,premium,electro,4.46,2016,105697,2020,55572.18,engine_check
l-4181518C,VW Tiguan,economy,petrol,4.2,2016,89745,2020,1200.36,electro_bug
U-4011173t,Skoda Rapid,economy,petrol,6.16,2014,73222,2021,2897.67,engine_check
M10065891P,VW Polo VI,economy,petrol,2.88,2015,80627,2021,2967.94,engine_check
p-3304414p,Smart ForTwo,economy,petrol,3.88,2015,95278,2021,4400.13,engine_check
t-1335409s,VW Polo,economy,petrol,4.94,2012,20697,2017,1968.79,engine_check
L18732146r,Kia Rio X,economy,petrol,4.58,2015,76653,2017,578.5,break_bug
K-1849358w,VW Polo,economy,petrol,6.78,2013,47847,2019,2364.89,engine_overheat
K11972350D,Kia Rio,economy,petrol,4.14,2015,80679,2022,1001.94,wheel_shake
B-1790381b,VW Tiguan,economy,petrol,4.38,2014,57344,2019,2191.11,engine_fuel
J22037391Y,Renault Kaptur,standart,petrol,3.76,2014,61805,2018,1045.31,break_bug
c20402175f,Nissan Qashqai,standart,petrol,4.38,2013,42354,2021,7373.64,engine_ignition
g-1222874V,Kia Rio,economy,petrol,4.26,2014,62546,2014,973.01,engine_fuel
o61274518L,MINI CooperSE,business,electro,2.62,2014,61589,2016,47767.73,engine_check
R21238764k,Smart Coupe,economy,petrol,3.16,2017,109328,2021,2746.94,engine_ignition
N-8998248z,Kia Sportage,standart,petrol,5.0,2011,17800,2018,842.64,engine_overheat
M-2095669m,Skoda Rapid,economy,petrol,5.3,2016,110084,2021,763.07,wheel_shake
O20073823x,Kia Sportage,standart,petrol,2.4,2013,48731,2022,880.45,break_bug
k-7279260O,Kia Rio X-line,economy,petrol,4.34,2012,21076,2016,945.63,engine_overheat
Y-2287151K,Renault Kaptur,standart,petrol,5.22,2013,48901,2015,3236.26,engine_overheat
Y-6116422G,VW Tiguan,economy,petrol,5.28,2015,90202,2020,5823.22,another_bug
q-1219686k,Smart ForTwo,economy,petrol,4.74,2015,88750,2017,535.66,break_bug
V72431856M,Kia Rio X,economy,petrol,3.9,2014,67911,2017,953.35,electro_bug
P-3038526g,Audi A3,premium,petrol,6.16,2017,135681,2019,7076.16,break_bug
D-1410955h,VW Polo VI,economy,petrol,4.78,2012,19660,2017,9821.39,engine_ignition
D-1248163R,Audi A4,premium,petrol,4.9,2013,43364,2022,18561.17,break_bug
Z20694511D,Kia Sportage,standart,petrol,4.64,2013,47503,2020,2701.59,another_bug
C-6629572u,Smart Coupe,economy,petrol,4.64,2016,105879,2016,1320.73,break_bug
t-8867045F,Kia Sportage,standart,petrol,3.54,2015,95693,2014,12547.27,another_bug
a-2041286I,VW Polo,economy,petrol,4.88,2014,69857,2021,4825.4,engine_check
f57618195v,Renault Sandero,standart,petrol,4.92,2015,83683,2017,1288.43,engine_fuel
i-7895274m,VW Polo VI,economy,petrol,5.48,2014,57874,2016,1409.45,wheel_shake
i19007345u,Mercedes-Benz E200,business,petrol,3.26,2013,43136,2016,5897.78,engine_overheat
B-3724978v,VW Polo,economy,petrol,5.1,2014,64814,2018,1711.98,wheel_shake
N15209085J,VW Polo,economy,petrol,2.94,2015,77177,2018,3047.15,engine_ignition
M21896536R,Kia Rio,economy,petrol,3.44,2014,62922,2016,3908.33,wheel_shake
J-2212008m,VW Polo VI,economy,petrol,5.4,2014,63384,2014,583.47,wheel_shake
j-9398790z,Renault Sandero,standart,petrol,6.44,2012,25486,2016,3128.88,another_bug
k15205794j,Kia Rio X-line,economy,petrol,2.84,2011,1456,2020,7167.82,another_bug
E-2150699K,VW Polo,economy,petrol,5.26,2014,55993,2020,1141.25,engine_overheat
x74754036i,Kia Sportage,standart,petrol,5.56,2012,19469,2020,2299.34,electro_bug
d15380405J,VW Polo VI,economy,petrol,2.36,2015,84504,2015,4828.72,engine_check
z-1598953V,VW Tiguan,economy,petrol,4.14,2015,80326,2020,1716.39,electro_bug
l29142213W,Renault Sandero,standart,petrol,5.22,2014,70461,2020,1236.22,another_bug
u94329520r,Renault Sandero,standart,petrol,3.38,2014,57836,2020,2179.09,gear_stick
I22669475d,Kia Sportage,standart,petrol,4.58,2011,771,2017,2779.84,engine_overheat
C19987871T,Kia Rio X,economy,petrol,4.4,2013,45516,2014,823.07,gear_stick
o-2007726X,Kia Rio,economy,petrol,5.52,2012,22587,2017,1864.24,wheel_shake
m22088268l,Smart ForTwo,economy,petrol,3.8,2016,102025,2017,6855.92,engine_ignition
J-7133460X,Kia Rio X-line,economy,petrol,3.76,2015,79591,2019,3295.82,break_bug
j18905567d,Kia Rio,economy,petrol,3.24,2013,42976,2019,1297.09,gear_stick
T87605457N,Kia Rio X,economy,petrol,4.4,2012,24141,2018,6183.11,engine_ignition
T12554358v,Kia Rio,economy,petrol,3.22,2015,85200,2020,1303.03,electro_bug
h-9430035Y,VW Polo VI,economy,petrol,4.68,2014,68733,2016,497.43,gear_stick
O22101080f,Skoda Rapid,economy,petrol,1.78,2017,114952,2018,6511.4,another_bug
Q71887331L,Smart ForFour,economy,petrol,3.24,2016,104373,2020,3895.28,another_bug
q98465080J,Nissan Qashqai,standart,petrol,3.52,2015,82476,2016,2555.74,engine_fuel
g16521808T,Nissan Qashqai,standart,petrol,4.3,2014,57339,2020,1578.69,engine_fuel
h-1921200Q,Tesla Model 3,premium,electro,4.78,2015,93044,2019,34822.92,break_bug
Y11727925P,Renault Sandero,standart,petrol,4.0,2013,43063,2022,1187.82,break_bug
q92431240q,Kia Rio X,economy,petrol,3.52,2011,2525,2017,1282.87,break_bug
A-1921611o,Kia Rio X,economy,petrol,5.0,2014,62846,2015,1246.71,wheel_shake
F-7066018m,Kia Rio X,economy,petrol,4.26,2015,78179,2016,1384.92,wheel_shake
J30439877U,VW Polo VI,economy,petrol,2.3,2013,45400,2016,1340.04,electro_bug
l76478248L,Kia Sportage,standart,petrol,3.98,2015,87418,2015,3195.41,gear_stick
p36740787D,Smart ForTwo,economy,petrol,5.06,2017,124836,2016,2998.41,engine_check
t-3165089E,Kia Rio,economy,petrol,5.4,2012,18634,2016,3115.73,engine_fuel
t-1966351G,VW Polo,economy,petrol,5.06,2014,57538,2018,947.78,electro_bug
I-1759097y,Hyundai Solaris,economy,petrol,4.38,2015,73239,2014,697.79,engine_fuel
v14951627H,Smart ForFour,economy,petrol,5.44,2016,94843,2018,545.82,wheel_shake
I-5231243q,Hyundai Solaris,economy,petrol,4.9,2014,71501,2015,2028.44,engine_overheat
P-1509985h,Renault Kaptur,standart,petrol,5.4,2015,80530,2022,4786.53,another_bug
Z71955553Q,Kia Rio,economy,petrol,3.9,2014,63603,2015,879.35,another_bug
R-4978958a,Renault Kaptur,standart,petrol,4.58,2015,79379,2018,9194.34,engine_ignition
i22644848F,Smart Coupe,economy,petrol,3.54,2016,106942,2015,2097.0,another_bug
y15813898N,Renault Kaptur,standart,petrol,3.16,2012,26334,2016,1859.03,engine_check
y24799398d,Kia Rio,economy,petrol,2.74,2012,23969,2017,1117.36,engine_overheat
W-1602334H,Smart Coupe,economy,petrol,4.64,2015,88230,2020,957.72,engine_fuel
P-2086663p,VW Polo,economy,petrol,4.26,2015,95986,2018,9657.67,engine_ignition
A-1952360y,VW Polo VI,economy,petrol,5.56,2013,41720,2016,4028.65,engine_check
f11353067l,VW Tiguan,economy,petrol,4.26,2017,117865,2022,2415.53,another_bug
Z20404510i,Skoda Rapid,economy,petrol,3.58,2015,91690,2019,1703.69,electro_bug
z-1370671x,VW Polo,economy,petrol,5.74,2014,77167,2019,1497.0,gear_stick
i-1641236y,Mercedes-Benz GLC,business,petrol,5.42,2015,76964,2020,2808.18,break_bug
q-2131513C,Nissan Qashqai,standart,petrol,4.48,2012,23515,2020,2669.15,break_bug
m10508273p,Skoda Rapid,economy,petrol,4.52,2014,62068,2017,1181.62,break_bug
F-1309656v,Renault Kaptur,standart,petrol,4.54,2011,6662,2021,3638.02,gear_stick
X29439521Y,Smart Coupe,economy,petrol,4.22,2014,63491,2018,625.62,wheel_shake
L56695370k,Kia Rio X,economy,petrol,3.62,2015,84099,2021,1535.84,another_bug
w-3360902w,Smart ForFour,economy,petrol,5.8,2013,42314,2018,4571.69,another_bug
Z12981419x,Kia Rio X-line,economy,petrol,3.26,2015,88801,2019,939.53,gear_stick
Z82302317n,Kia Rio X-line,economy,petrol,4.02,2015,84559,2016,3381.79,wheel_shake
u20627445L,Kia Rio,economy,petrol,4.98,2012,31082,2015,6466.33,another_bug
i-2063652a,Kia Sportage,standart,petrol,4.9,2013,39388,2015,5489.05,another_bug
D53387197K,Kia Rio X-line,economy,petrol,5.44,2013,40168,2017,648.59,wheel_shake
T46205315a,Renault Sandero,standart,petrol,4.02,2013,40795,2022,1412.7,break_bug
o-1654709m,Skoda Rapid,economy,petrol,5.16,2015,76798,2018,4008.11,another_bug
Y18898842Z,Nissan Qashqai,standart,petrol,4.46,2012,22077,2019,1671.83,electro_bug
U-1438444g,Smart ForFour,economy,petrol,4.48,2016,108946,2015,270.62,engine_fuel
B22148840H,Hyundai Solaris,economy,petrol,3.68,2015,86145,2019,583.32,wheel_shake
p-7909067P,Hyundai Solaris,economy,petrol,4.84,2015,77622,2019,4022.4,engine_ignition
K82118402p,VW Polo,economy,petrol,4.04,2014,62532,2021,3363.16,break_bug
P-1904625Y,Kia Rio X-line,economy,petrol,4.48,2014,57517,2021,604.88,gear_stick
B63005670E,Smart ForTwo,economy,petrol,2.56,2017,116890,2019,2476.53,another_bug
a-1298983n,Renault Kaptur,standart,petrol,5.08,2013,40981,2022,2746.43,gear_stick
a-8447401l,Smart Coupe,economy,petrol,4.84,2017,117827,2017,6070.4,break_bug
i13565099o,Renault Kaptur,standart,petrol,3.42,2011,415,2016,850.93,engine_overheat
f-1485816K,VW Tiguan,economy,petrol,4.04,2016,88128,2020,576.1,gear_stick
g15201375h,Kia Rio X-line,economy,petrol,4.34,2011,8091,2018,559.49,gear_stick
d-1056916g,Kia Sportage,standart,petrol,4.54,2015,81099,2017,1608.62,break_bug
w-8386823A,Kia Rio X-line,economy,petrol,4.2,2012,23940,2015,3010.53,another_bug
e14576423c,Nissan Qashqai,standart,petrol,2.86,2012,26020,2019,10499.81,engine_ignition
U15626570a,VW Tiguan,economy,petrol,4.26,2013,37854,2018,1369.17,electro_bug
C16763454I,VW Polo VI,economy,petrol,4.6,2012,21909,2017,808.55,gear_stick
p-1077837n,VW Polo VI,economy,petrol,4.5,2011,1652,2022,1456.43,engine_fuel
x-1500687G,Skoda Rapid,economy,petrol,6.66,2013,42825,2015,3150.75,engine_check
H22971297C,Smart ForFour,economy,petrol,3.08,2014,57697,2017,259.44,wheel_shake
v99331575G,Hyundai Solaris,economy,petrol,4.28,2015,90167,2020,6931.23,engine_ignition
H-7693291w,Mercedes-Benz GLC,business,petrol,3.92,2013,40706,2021,6012.76,gear_stick
f61114188C,VW Polo,economy,petrol,3.42,2014,65962,2015,597.23,wheel_shake
B-3413598z,Smart Coupe,economy,petrol,6.26,2013,38375,2020,4912.34,another_bug
J-2163633P,Smart ForFour,economy,petrol,5.36,2017,125637,2020,843.49,electro_bug
c96131700J,VW Polo VI,economy,petrol,4.08,2012,30101,2020,1780.15,another_bug
Q-1467343c,Smart ForTwo,economy,petrol,5.12,2017,121316,2018,1238.95,gear_stick
K47229301D,Mini Cooper,business,petrol,4.08,2014,54786,2017,17588.08,engine_check
Y-1641594R,VW Tiguan,economy,petrol,4.04,2017,123470,2018,1570.66,another_bug
q33500226d,VW Polo VI,economy,petrol,4.82,2011,2107,2018,1106.07,engine_fuel
x-8934991u,Smart Coupe,economy,petrol,4.56,2016,90032,2020,1695.26,engine_fuel
H41383708k,Hyundai Solaris,economy,petrol,4.0,2014,55426,2015,1762.83,another_bug
g91653716Y,Hyundai Solaris,economy,petrol,3.32,2014,66570,2018,902.71,engine_overheat
C11147530X,MINI CooperSE,business,electro,3.1,2014,76277,2016,11980.46,another_bug
u-2300894n,Kia Sportage,standart,petrol,2.9,2011,495,2020,1529.43,engine_check
Q17527154g,Nissan Qashqai,standart,petrol,3.82,2015,84740,2017,1480.92,gear_stick
m-2207671H,Smart ForFour,economy,petrol,4.6,2017,122522,2020,4122.04,engine_overheat
n21219044S,Volkswagen ID.4 ,premium,electro,3.14,2013,42986,2018,11714.5,electro_bug
Y-1909289A,Kia Rio X,economy,petrol,4.62,2013,45058,2017,2233.82,engine_check
n31468349R,VW Polo,economy,petrol,2.74,2011,2350,2014,3145.66,break_bug
r32178017j,Kia Rio X,economy,petrol,3.34,2011,892,2014,1379.06,another_bug
q83106491d,Kia Sportage,standart,petrol,3.52,2011,5977,2018,2428.85,another_bug
w30595040m,Nissan Qashqai,standart,petrol,4.72,2013,44914,2016,2143.64,break_bug
x-1954941U,Renault Sandero,standart,petrol,5.24,2015,84304,2014,609.79,engine_fuel
V-3403078z,VW Tiguan,economy,petrol,6.22,2014,61579,2020,862.31,wheel_shake
a10804017l,Smart ForFour,economy,petrol,3.56,2014,64890,2019,1043.98,break_bug
Y11021530E,Renault Kaptur,standart,petrol,3.3,2013,39450,2017,3214.45,gear_stick
w-1503651B,VW Polo VI,economy,petrol,6.56,2015,86833,2017,1080.66,electro_bug
r-6945448j,BMW 320i,business,petrol,4.86,2015,87899,2017,7000.7,another_bug
Z11816007p,VW Tiguan,economy,petrol,3.76,2016,105647,2019,7067.26,engine_ignition
x13838636N,VW Tiguan,economy,petrol,2.42,2015,87145,2020,1652.54,engine_check
t-1367911e,VW Polo VI,economy,petrol,4.56,2011,2416,2016,3504.9,break_bug
v56255169f,Renault Kaptur,standart,petrol,1.8,2013,53642,2019,3379.16,electro_bug
B-4259316m,Kia Sportage,standart,petrol,4.56,2015,82271,2017,3692.44,electro_bug
v-7924266I,Smart ForTwo,economy,petrol,6.54,2013,39439,2019,613.82,engine_overheat
L12695976N,MINI CooperSE,business,electro,3.9,2015,87560,2016,13682.73,engine_check
q-8187613B,Skoda Rapid,economy,petrol,5.7,2017,129835,2015,4055.97,engine_overheat
e16015891b,Kia Sportage,standart,petrol,3.86,2013,44899,2016,827.65,engine_fuel
x-5000537P,Kia Rio X,economy,petrol,4.66,2013,41943,2021,1134.48,electro_bug
D-7880387d,Kia Rio X-line,economy,petrol,3.26,2014,60331,2022,2514.83,electro_bug
H31712627R,VW Polo,economy,petrol,3.98,2011,804,2017,2521.1,engine_check
f-7760435s,Renault Kaptur,standart,petrol,4.88,2012,24874,2016,3237.09,engine_overheat
a-1602414F,Smart ForTwo,economy,petrol,5.72,2016,91399,2017,716.73,wheel_shake
y-4993026F,Kia Rio X,economy,petrol,4.9,2015,84435,2020,760.82,gear_stick
a15377311f,Audi Q3,premium,petrol,4.5,2013,54681,2022,5336.01,another_bug
U-1696081V,Kia Rio X,economy,petrol,5.86,2014,68240,2015,2241.96,wheel_shake
s19224549D,Smart ForFour,economy,petrol,3.7,2015,83258,2018,3943.87,engine_check
w20823113G,Kia Rio,economy,petrol,2.8,2012,26819,2015,1919.54,break_bug
l-1349820J,MINI CooperSE,business,electro,4.7,2012,28544,2021,45975.55,another_bug
R-2948274o,VW Polo,economy,petrol,3.16,2012,19999,2016,1742.93,break_bug
t16782318O,Renault Sandero,standart,petrol,3.34,2015,94932,2015,1348.53,engine_overheat
Y-1457465R,VW Polo,economy,petrol,4.28,2015,87453,2015,5135.18,electro_bug
v-2144197C,Kia Sportage,standart,petrol,5.2,2012,20310,2016,3428.18,engine_check
x-2014093y,Nissan Qashqai,standart,petrol,5.18,2015,73900,2020,4140.32,electro_bug
d-4591998F,Smart Coupe,economy,petrol,4.9,2015,96146,2015,2212.28,break_bug
r-2090723O,Smart Coupe,economy,petrol,4.1,2015,83934,2019,2047.29,break_bug
U-1191921E,Fiat 500,business,petrol,3.86,2015,74019,2018,14576.35,engine_ignition
r-1970023T,VW Polo VI,economy,petrol,4.58,2015,81306,2021,659.6,wheel_shake
S-1674892M,Hyundai Solaris,economy,petrol,4.62,2014,65210,2016,936.89,electro_bug
G-2162452R,Fiat 500,business,petrol,4.76,2012,28258,2018,4972.06,gear_stick
A80378730d,Kia Rio X,economy,petrol,4.08,2012,22630,2021,1090.8,wheel_shake
u-1819284w,Renault Sandero,standart,petrol,6.48,2014,55236,2017,2337.2,another_bug
v-1209318r,Kia Rio X-line,economy,petrol,6.5,2015,71430,2022,1339.7,engine_fuel
p-3416801F,VW Tiguan,economy,petrol,4.48,2014,62289,2020,2516.93,engine_overheat
g11810192a,VW Tiguan,economy,petrol,3.24,2016,115460,2021,2957.29,engine_check
b46831044u,Hyundai Solaris,economy,petrol,4.86,2012,27025,2018,359.88,engine_fuel
y22428950Y,VW Polo,economy,petrol,4.66,2012,18156,2014,728.12,gear_stick
v20100933V,Kia Sportage,standart,petrol,3.94,2015,82684,2016,1306.95,engine_overheat
d12165520i,Audi Q3,premium,petrol,4.06,2016,97009,2019,9641.48,electro_bug
l-2243901f,Smart Coupe,economy,petrol,4.94,2014,66586,2015,5765.21,engine_check
m16922194d,Smart ForFour,economy,petrol,2.82,2017,106380,2020,766.09,gear_stick
t-1587546h,Smart ForFour,economy,petrol,4.2,2016,108607,2019,3392.2,engine_fuel
d86346817o,Smart ForFour,economy,petrol,4.3,2014,70793,2016,914.31,engine_overheat
l79825102V,Smart Coupe,economy,petrol,5.06,2015,96347,2021,1193.31,wheel_shake
C-1658821I,Kia Sportage,standart,petrol,4.66,2011,8846,2014,9101.62,another_bug
n-2084367B,VW Polo,economy,petrol,4.86,2015,76346,2018,854.24,engine_fuel
z19301567i,VW Tiguan,economy,petrol,4.34,2013,46941,2022,2981.9,engine_overheat
H-4823323i,Renault Sandero,standart,petrol,4.48,2013,36590,2014,3729.49,break_bug
n31353865P,Kia Rio X-line,economy,petrol,3.1,2013,44609,2016,225.54,engine_fuel
i-1314717a,VW Polo,economy,petrol,5.62,2015,86871,2020,3139.65,engine_check
g88708259n,VW Polo VI,economy,petrol,3.8,2014,62893,2016,2218.47,electro_bug
M10208049m,Audi A4,premium,petrol,4.26,2017,109507,2019,30813.35,engine_overheat
p10312031l,VW Polo VI,economy,petrol,4.08,2015,78955,2019,512.43,wheel_shake
j15820254t,Kia Sportage,standart,petrol,4.2,2015,84982,2014,1001.06,engine_fuel
b11219834D,VW Polo,economy,petrol,3.94,2015,75852,2016,5299.69,engine_check
g27845738D,Kia Rio X-line,economy,petrol,2.04,2012,27291,2019,2838.02,wheel_shake
a-2277951A,Kia Sportage,standart,petrol,4.6,2013,42786,2021,471.25,engine_fuel
b-8541663W,Renault Sandero,standart,petrol,4.48,2011,1285,2014,9555.57,engine_ignition
c-1328664u,Smart ForFour,economy,petrol,8.9,2016,108915,2018,1740.48,break_bug
q-1501864D,VW Polo,economy,petrol,4.92,2015,84509,2016,1379.67,gear_stick
P-2028474q,Renault Kaptur,standart,petrol,5.78,2012,22604,2015,2231.11,engine_overheat
b-1943502r,Smart ForTwo,economy,petrol,5.24,2014,65715,2015,2069.65,break_bug
X13904036v,Hyundai Solaris,economy,petrol,3.8,2014,67882,2019,3633.23,engine_check
p22201009c,Skoda Rapid,economy,petrol,2.58,2014,62465,2017,4601.28,another_bug
b-1731846p,Smart ForFour,economy,petrol,3.82,2015,76340,2016,4742.04,engine_overheat
m-1232449r,Renault Kaptur,standart,petrol,4.86,2012,21331,2017,1681.63,engine_overheat
s73955878e,Nissan Qashqai,standart,petrol,4.7,2015,81843,2020,850.5,gear_stick
w21104807B,Kia Rio X,economy,petrol,3.44,2015,85781,2019,3117.36,engine_ignition
Y-8714590s,Hyundai Solaris,economy,petrol,5.12,2014,58403,2016,1527.44,electro_bug
n-6604555n,VW Polo VI,economy,petrol,5.0,2015,87354,2018,940.75,electro_bug
B20112755F,Smart ForTwo,economy,petrol,3.18,2013,41277,2014,6821.04,engine_ignition
r-1818598c,Kia Sportage,standart,petrol,4.94,2011,2347,2022,3604.37,electro_bug
b48529290x,VW Polo,economy,petrol,2.9,2013,56221,2014,4731.81,break_bug
P91727327m,Smart ForFour,economy,petrol,3.36,2017,118282,2015,869.05,wheel_shake
J20066002Q,VW Tiguan,economy,petrol,3.1,2015,80882,2022,2951.55,engine_ignition
P-2704218g,VW Polo,economy,petrol,4.24,2013,37333,2015,1733.33,engine_check
l-1379405m,Kia Rio X-line,economy,petrol,5.7,2014,70360,2014,1091.57,electro_bug
C-1517922h,VW Polo,economy,petrol,4.5,2013,47240,2018,1468.96,engine_overheat
I-3302827r,Kia Sportage,standart,petrol,4.66,2011,10964,2018,482.7,gear_stick
t-2006618I,Audi A3,premium,petrol,4.8,2017,111541,2021,10787.3,electro_bug
E-6273926P,Hyundai Solaris,economy,petrol,4.7,2014,66138,2020,421.22,wheel_shake
a10698807I,Hyundai Solaris,economy,petrol,4.0,2015,77172,2020,2251.72,break_bug
A15941630F,Kia Sportage,standart,petrol,2.48,2012,24398,2019,3557.86,engine_overheat
t-4403975D,Kia Rio X-line,economy,petrol,5.56,2015,80216,2016,6345.42,another_bug
R14388702V,Kia Rio X-line,economy,petrol,2.3,2015,77635,2020,3430.58,engine_check
j-9803131z,Skoda Rapid,economy,petrol,5.48,2014,70225,2015,875.99,electro_bug
V-2042242Z,Smart ForTwo,economy,petrol,4.6,2017,124372,2014,2556.38,engine_check
Q-2229156F,Smart ForTwo,economy,petrol,6.44,2013,41238,2019,3166.66,engine_check
P17330852B,VW Polo,economy,petrol,5.72,2013,45196,2019,3699.85,gear_stick
f11770501z,Skoda Rapid,economy,petrol,2.98,2016,101520,2017,902.28,break_bug
O-7679980f,MINI CooperSE,business,electro,4.38,2013,40181,2021,52576.54,engine_ignition
d-4958292z,Hyundai Solaris,economy,petrol,4.72,2012,27466,2019,732.46,wheel_shake
i24986996P,Nissan Qashqai,standart,petrol,3.08,2013,41189,2017,8010.84,electro_bug
q96758261e,Smart ForFour,economy,petrol,4.54,2013,38871,2017,10222.22,engine_check
r15504196O,Smart Coupe,economy,petrol,4.38,2017,128424,2015,1200.05,break_bug
s-9164758n,Renault Kaptur,standart,petrol,3.76,2012,31867,2018,2092.55,engine_overheat
R16339581p,Hyundai Solaris,economy,petrol,4.9,2014,53778,2016,1896.82,another_bug
Z92202314D,VW Polo VI,economy,petrol,4.52,2015,79469,2014,1739.46,engine_overheat
