car_type,fuel_type,car_rating,year_to_start,riders,car_id,model,target_class,year_to_work,target_reg
economy,petrol,2.96,2016,103992,Q21391218q,Smart ForFour,break_bug,2021,23.824932311407483
economy,petrol,5.02,2014,70581,U-1298358e,Hyundai Solaris,engine_fuel,2018,35.64746736865048
economy,petrol,3.04,2015,89839,u15884696J,Skoda Rapid,another_bug,2015,78.39618114579362
standart,petrol,4.46,2015,87321,f22758859h,Renault Sandero,engine_check,2016,43.62658677849366
economy,petrol,3.96,2015,86262,F21467141f,Kia Rio,electro_bug,2016,29.015652695017117
economy,petrol,2.9,2017,129485,N23968812K,Smart ForTwo,engine_check,2016,55.94232466287621
premium,electro,2.76,2017,122592,u12977186v,Tesla Model 3,engine_fuel,2018,62.08320514634175
standart,petrol,4.64,2013,42966,L-1924578I,Renault Kaptur,engine_fuel,2021,50.899473642430195
standart,petrol,3.8,2014,65202,h13802624r,Renault Sandero,engine_ignition,2020,49.65284560393477
economy,petrol,4.08,2015,92526,A12536310C,Kia Rio,another_bug,2020,102.82732990149579
economy,petrol,6.56,2014,61525,I-1538597J,Skoda Rapid,engine_fuel,2015,48.37727050301392
economy,petrol,5.5,2015,78615,H-3320077V,Kia Rio X,wheel_shake,2021,28.541431095064894
economy,petrol,3.7,2015,80085,U54140464j,Smart ForFour,electro_bug,2016,28.79546342780867
economy,petrol,4.1,2016,98685,H65625440y,VW Tiguan,break_bug,2017,37.659587489408274
economy,petrol,5.6,2014,58615,O-1758049J,VW Polo VI,engine_overheat,2017,50.20729867381722
standart,petrol,6.52,2013,38643,H-1890031K,Kia Sportage,break_bug,2020,39.477434363177785
standart,petrol,2.86,2015,96818,M11283443a,Nissan Qashqai,engine_fuel,2022,36.255232780379956
premium,electro,4.46,2016,105697,l-1177682G,Tesla Model 3,engine_check,2020,77.97843903101564
economy,petrol,4.2,2016,89745,l-4181518C,VW Tiguan,electro_bug,2020,32.99387189408963
business,petrol,1.9,2013,50828,X11025811v,Mini Cooper,break_bug,2017,35.6253999174123
economy,petrol,4.8,2017,120727,S-2294339s,Smart ForFour,another_bug,2014,54.2106495090112
economy,petrol,6.16,2014,73222,U-4011173t,Skoda Rapid,engine_check,2021,58.75942390119133
economy,petrol,2.88,2015,80627,M10065891P,VW Polo VI,engine_check,2021,55.43310430830002
economy,petrol,3.88,2015,95278,p-3304414p,Smart ForTwo,engine_check,2021,51.423342265437114
economy,petrol,4.94,2012,20697,t-1335409s,VW Polo,engine_check,2017,43.184702603578465
economy,petrol,4.58,2015,76653,L18732146r,Kia Rio X,break_bug,2017,26.935986014694727
economy,petrol,6.78,2013,47847,K-1849358w,VW Polo,engine_overheat,2019,37.56591575163602
economy,petrol,4.14,2015,80679,K11972350D,Kia Rio,wheel_shake,2022,36.29641453521755
economy,petrol,3.6,2011,7696,g13118176m,Kia Rio X,engine_ignition,2021,49.19011037337618
economy,petrol,2.74,2015,75930,S21991071M,Kia Rio,another_bug,2018,52.705521223713475
business,electro,3.7,2014,64691,L10129399Y,MINI CooperSE,engine_overheat,2020,47.862905534339696
economy,petrol,4.56,2014,58496,Z13161380J,Kia Rio X-line,gear_stick,2017,44.52509346500557
economy,petrol,4.38,2014,57344,B-1790381b,VW Tiguan,engine_fuel,2019,51.226610668130874
standart,petrol,3.76,2014,61805,J22037391Y,Renault Kaptur,break_bug,2018,26.54281661854658
standart,petrol,4.38,2013,42354,c20402175f,Nissan Qashqai,engine_ignition,2021,60.226174392196995
economy,petrol,4.26,2014,62546,g-1222874V,Kia Rio,engine_fuel,2014,37.199350031931935
business,electro,2.62,2014,61589,o61274518L,MINI CooperSE,engine_check,2016,93.51968860094027
standart,petrol,6.84,2013,44075,J-6052671x,Renault Sandero,engine_overheat,2020,37.743953875166895
economy,petrol,3.16,2017,109328,R21238764k,Smart Coupe,engine_ignition,2021,50.31871533309459
economy,petrol,4.3,2011,36,e11908473n,VW Polo,engine_overheat,2021,47.63583807257281
standart,petrol,5.0,2011,17800,N-8998248z,Kia Sportage,engine_overheat,2018,32.19017601385433
economy,petrol,5.3,2016,110084,M-2095669m,Skoda Rapid,wheel_shake,2021,29.423674742286945
standart,petrol,2.4,2013,48731,O20073823x,Kia Sportage,break_bug,2022,28.542361466032016
economy,petrol,4.34,2012,21076,k-7279260O,Kia Rio X-line,engine_overheat,2016,32.70390430312248
economy,petrol,5.6,2014,62214,U-1131662Q,Kia Rio X,wheel_shake,2019,35.51538793111773
standart,petrol,3.46,2012,21993,h54754410l,Renault Sandero,break_bug,2015,31.822098766569596
standart,petrol,5.22,2013,48901,Y-2287151K,Renault Kaptur,engine_overheat,2015,42.282645650347106
economy,petrol,2.84,2015,73187,w68053735H,Skoda Rapid,engine_check,2019,52.07370753688089
economy,petrol,5.28,2015,90202,Y-6116422G,VW Tiguan,another_bug,2020,81.04328800781356
economy,petrol,4.74,2015,88750,q-1219686k,Smart ForTwo,break_bug,2017,21.983645222785764
economy,petrol,3.9,2014,67911,V72431856M,Kia Rio X,electro_bug,2017,24.52217708135987
premium,petrol,6.16,2017,135681,P-3038526g,Audi A3,break_bug,2019,36.88949759486765
economy,petrol,3.66,2016,112708,A31292617m,VW Tiguan,another_bug,2017,57.510016845640514
economy,petrol,4.78,2012,19660,D-1410955h,VW Polo VI,engine_ignition,2017,58.189968797952645
premium,petrol,4.9,2013,43364,D-1248163R,Audi A4,break_bug,2022,55.229921967195665
economy,petrol,3.66,2015,87673,V45384349q,Smart ForTwo,engine_overheat,2017,33.3443212971666
standart,petrol,4.64,2013,47503,Z20694511D,Kia Sportage,another_bug,2020,61.809662298717754
economy,petrol,4.48,2013,37519,k-1087627k,VW Polo,electro_bug,2016,24.548121759769828
standart,petrol,5.3,2012,22433,Q-1888317Y,Kia Sportage,engine_overheat,2021,26.378859372657416
economy,petrol,4.86,2015,76154,Q-1456372K,Kia Rio X-line,electro_bug,2015,26.11866754807481
economy,petrol,4.64,2016,105879,C-6629572u,Smart Coupe,break_bug,2016,27.23653492129663
standart,petrol,3.54,2015,95693,t-8867045F,Kia Sportage,another_bug,2014,103.46506988995014
economy,petrol,3.68,2012,22570,S19572879o,Kia Rio X,electro_bug,2017,32.06924362027341
economy,petrol,3.18,2017,131854,j13287780b,Skoda Rapid,break_bug,2021,29.031175590611166
economy,petrol,4.0,2016,109924,X-1427883w,Smart Coupe,engine_fuel,2020,50.63324853023383
economy,petrol,4.88,2014,69857,a-2041286I,VW Polo,engine_check,2021,58.88051273742914
economy,petrol,3.46,2015,88318,t12980699M,Kia Rio,electro_bug,2015,28.317442395061807
economy,petrol,4.98,2012,22738,K-9081250O,Kia Rio X-line,electro_bug,2020,29.310601607429284
standart,petrol,4.92,2015,83683,f57618195v,Renault Sandero,engine_fuel,2017,41.13217400038857
economy,petrol,3.4,2013,38687,N96928373A,Smart Coupe,engine_check,2017,45.68441762918084
economy,petrol,5.48,2014,57874,i-7895274m,VW Polo VI,wheel_shake,2016,38.9744913839205
business,petrol,3.26,2013,43136,i19007345u,Mercedes-Benz E200,engine_overheat,2016,42.17443821941026
economy,petrol,3.62,2015,89172,r19349335d,VW Polo VI,another_bug,2021,46.17904771782597
economy,petrol,5.1,2014,64814,B-3724978v,VW Polo,wheel_shake,2018,47.806275036390836
economy,petrol,4.44,2017,130531,D22898421E,Smart ForTwo,gear_stick,2022,23.85941799464779
economy,petrol,2.94,2015,77177,N15209085J,VW Polo,engine_ignition,2018,53.889200141908404
economy,petrol,3.44,2014,62922,M21896536R,Kia Rio,wheel_shake,2016,49.00237159220125
economy,petrol,5.4,2014,63384,J-2212008m,VW Polo VI,wheel_shake,2014,23.151868613607874
premium,petrol,5.76,2017,116529,A-7650056Z,Audi A4,break_bug,2020,36.044929131443155
standart,petrol,6.44,2012,25486,j-9398790z,Renault Sandero,another_bug,2016,61.180156891488195
economy,petrol,4.68,2016,96056,B-1572757V,VW Tiguan,electro_bug,2019,21.776861903482157
economy,petrol,2.84,2011,1456,k15205794j,Kia Rio X-line,another_bug,2020,73.89166255505435
economy,petrol,5.26,2014,55993,E-2150699K,VW Polo,engine_overheat,2020,34.82146535711969
standart,petrol,5.56,2012,19469,x74754036i,Kia Sportage,electro_bug,2020,30.729233634570804
economy,petrol,2.36,2015,84504,d15380405J,VW Polo VI,engine_check,2015,50.921946403460126
economy,petrol,4.14,2015,80326,z-1598953V,VW Tiguan,electro_bug,2020,29.405289305853294
standart,petrol,5.22,2014,70461,l29142213W,Renault Sandero,another_bug,2020,50.032496943576334
economy,petrol,4.32,2014,53759,D11212854M,Smart Coupe,electro_bug,2019,25.097693352684946
standart,petrol,3.38,2014,57836,u94329520r,Renault Sandero,gear_stick,2020,31.624164773551545
standart,petrol,4.58,2011,771,I22669475d,Kia Sportage,engine_overheat,2017,37.6421157989554
economy,petrol,2.84,2015,85746,H62136397R,Smart ForFour,engine_ignition,2015,68.9663173157717
economy,petrol,3.88,2015,75535,n16749457W,VW Polo,electro_bug,2019,34.57062528867844
economy,petrol,4.4,2013,45516,C19987871T,Kia Rio X,gear_stick,2014,28.871620640959296
economy,petrol,6.06,2014,64755,c-1411220k,Smart ForTwo,break_bug,2017,37.912417713334165
economy,petrol,5.52,2012,22587,o-2007726X,Kia Rio,wheel_shake,2017,42.76529537936483
standart,petrol,5.48,2014,75037,g-8950344h,Renault Kaptur,engine_check,2015,54.44307329077534
economy,petrol,3.8,2016,102025,m22088268l,Smart ForTwo,engine_ignition,2017,71.64852742639619
economy,petrol,3.76,2015,79591,J-7133460X,Kia Rio X-line,break_bug,2019,37.58125534015278
economy,petrol,3.24,2013,42976,j18905567d,Kia Rio,gear_stick,2019,33.78278899439408
standart,petrol,3.12,2015,71316,g28465883Y,Nissan Qashqai,break_bug,2014,36.31112031762829
economy,petrol,4.4,2012,24141,T87605457N,Kia Rio X,engine_ignition,2018,55.25485897459023
economy,petrol,5.1,2013,37276,O-3470382z,Kia Rio,wheel_shake,2021,38.385092725216786
economy,petrol,3.94,2016,102335,C-7657933N,Smart Coupe,engine_fuel,2018,33.32291322671868
economy,petrol,4.66,2016,95230,n-7904705X,VW Tiguan,gear_stick,2017,34.519703853985405
economy,petrol,3.22,2015,85200,T12554358v,Kia Rio,electro_bug,2020,33.17996015406039
economy,petrol,4.68,2014,68733,h-9430035Y,VW Polo VI,gear_stick,2016,23.976391268582645
economy,petrol,1.78,2017,114952,O22101080f,Skoda Rapid,another_bug,2018,70.66187078612928
economy,petrol,4.6,2013,38497,E-2002668A,Smart Coupe,engine_check,2016,47.77574517035003
economy,petrol,3.24,2016,104373,Q71887331L,Smart ForFour,another_bug,2020,71.3058970219664
standart,petrol,3.6,2015,89777,E15401424s,Nissan Qashqai,engine_check,2019,52.99827734649188
standart,petrol,3.52,2015,82476,q98465080J,Nissan Qashqai,engine_fuel,2016,39.98109517394072
standart,petrol,4.3,2014,57339,g16521808T,Nissan Qashqai,engine_fuel,2020,38.805269521154074
premium,electro,4.78,2015,93044,h-1921200Q,Tesla Model 3,break_bug,2019,62.85887643028927
standart,petrol,4.0,2013,43063,Y11727925P,Renault Sandero,break_bug,2022,30.758726595047662
economy,petrol,3.52,2011,2525,q92431240q,Kia Rio X,break_bug,2017,25.854753611161872
economy,petrol,5.04,2016,108496,Q-1558145Z,VW Tiguan,another_bug,2019,53.69156916187206
economy,petrol,5.0,2014,62846,A-1921611o,Kia Rio X,wheel_shake,2015,29.22829396392532
economy,petrol,4.26,2015,78179,F-7066018m,Kia Rio X,wheel_shake,2016,33.19060077469263
economy,petrol,5.04,2013,43249,j-1474542d,Smart ForFour,engine_ignition,2021,55.471375117642644
economy,petrol,4.18,2014,67596,J51767292L,VW Polo,engine_overheat,2014,33.198644157762615
business,petrol,5.12,2013,42720,M-1609284U,Fiat 500,gear_stick,2022,35.997822400125955
economy,petrol,4.08,2017,124856,O32025767k,Smart ForTwo,engine_check,2021,44.10743944118564
economy,petrol,2.3,2013,45400,J30439877U,VW Polo VI,electro_bug,2016,28.447251034872977
standart,petrol,3.98,2015,87418,l76478248L,Kia Sportage,gear_stick,2015,39.35482527191795
economy,petrol,4.54,2014,71136,G-4998152Q,Kia Rio X-line,break_bug,2017,37.79308301908435
economy,petrol,4.76,2015,76157,d-8684879I,Skoda Rapid,engine_ignition,2022,64.34440839133694
economy,petrol,5.06,2017,124836,p36740787D,Smart ForTwo,engine_check,2016,56.61370435407798
economy,petrol,5.4,2012,18634,t-3165089E,Kia Rio,engine_fuel,2016,44.99111372658712
economy,petrol,5.06,2014,57538,t-1966351G,VW Polo,electro_bug,2018,33.048869341740506
economy,petrol,3.32,2011,5244,c11762411c,Hyundai Solaris,gear_stick,2016,36.347409753490815
standart,petrol,3.94,2015,87250,T61957630q,Renault Sandero,engine_overheat,2016,45.368771790145864
economy,petrol,5.5,2014,55513,e-1246632H,Smart ForTwo,electro_bug,2020,42.1637764389979
economy,petrol,4.38,2015,73239,I-1759097y,Hyundai Solaris,engine_fuel,2014,35.580005524460965
economy,petrol,5.44,2016,94843,v14951627H,Smart ForFour,wheel_shake,2018,23.369127119909912
economy,petrol,5.06,2015,88453,a96529450S,Kia Rio,engine_fuel,2019,24.54014874611068
economy,petrol,4.9,2014,71501,I-5231243q,Hyundai Solaris,engine_overheat,2015,35.59530305556802
standart,petrol,5.4,2015,80530,P-1509985h,Renault Kaptur,another_bug,2022,95.94937622443392
economy,petrol,3.9,2014,63603,Z71955553Q,Kia Rio,another_bug,2015,47.73124979117911
standart,petrol,4.58,2015,79379,R-4978958a,Renault Kaptur,engine_ignition,2018,60.23626671749763
economy,petrol,3.54,2016,106942,i22644848F,Smart Coupe,another_bug,2015,60.930443414814256
standart,petrol,3.16,2012,26334,y15813898N,Renault Kaptur,engine_check,2016,45.7218680798317
economy,petrol,2.74,2012,23969,y24799398d,Kia Rio,engine_overheat,2017,33.16695666253597
economy,petrol,4.64,2015,88230,W-1602334H,Smart Coupe,engine_fuel,2020,32.97342549998646
economy,petrol,5.16,2013,42834,m-1300432a,VW Polo VI,break_bug,2022,37.853622525086905
economy,petrol,5.82,2013,47598,H-1232380o,Smart Coupe,engine_overheat,2021,35.02107683693336
economy,petrol,4.26,2015,95986,P-2086663p,VW Polo,engine_ignition,2018,65.7161736583626
economy,petrol,5.56,2013,41720,A-1952360y,VW Polo VI,engine_check,2016,54.55896762277676
economy,petrol,4.26,2017,117865,f11353067l,VW Tiguan,another_bug,2022,64.75211602903198
economy,petrol,4.28,2015,77554,U18643336W,Skoda Rapid,engine_fuel,2015,29.882012933876123
premium,petrol,4.28,2017,131921,E42133174Y,Audi A4,engine_overheat,2022,46.46519203639296
economy,petrol,4.54,2017,120335,N-2173692X,VW Tiguan,engine_check,2018,58.1186669245068
economy,petrol,3.58,2015,91690,Z20404510i,Skoda Rapid,electro_bug,2019,27.96278033737638
economy,petrol,3.44,2016,108267,O15299283X,Smart ForTwo,wheel_shake,2017,31.454988356293324
economy,petrol,5.74,2014,77167,z-1370671x,VW Polo,gear_stick,2019,37.59625678723972
standart,petrol,2.8,2014,67174,Y11513708Q,Renault Kaptur,engine_check,2016,43.88654391709826
business,petrol,5.42,2015,76964,i-1641236y,Mercedes-Benz GLC,break_bug,2020,35.18850147900923
economy,petrol,4.22,2013,42543,I14426935X,Smart Coupe,break_bug,2016,32.88904806635354
standart,petrol,4.48,2012,23515,q-2131513C,Nissan Qashqai,break_bug,2020,36.40752375575519
economy,petrol,5.02,2015,83646,L-1576450f,Smart ForTwo,gear_stick,2019,25.74528171189712
economy,petrol,5.96,2013,43656,L-2066997I,Hyundai Solaris,engine_ignition,2019,61.08558897428687
economy,petrol,4.52,2014,62068,m10508273p,Skoda Rapid,break_bug,2017,32.13711789938178
economy,petrol,3.7,2012,22369,g20198311v,VW Polo VI,engine_check,2019,43.60587754771569
standart,petrol,4.54,2011,6662,F-1309656v,Renault Kaptur,gear_stick,2021,38.680464026462566
economy,petrol,5.82,2015,83175,K-1750463c,Smart ForTwo,gear_stick,2016,29.289556583502645
economy,petrol,4.22,2014,63491,X29439521Y,Smart Coupe,wheel_shake,2018,33.9560729342555
standart,petrol,1.86,2015,77345,A48818516t,Nissan Qashqai,electro_bug,2015,32.46132402813696
economy,petrol,4.54,2013,43291,b12102660G,Smart Coupe,another_bug,2016,61.98095471124213
economy,petrol,4.72,2015,77808,C-1721101w,VW Tiguan,another_bug,2018,77.25217567379433
economy,petrol,3.62,2015,84099,L56695370k,Kia Rio X,another_bug,2021,62.93663991239405
economy,petrol,5.8,2013,42314,w-3360902w,Smart ForFour,another_bug,2018,81.0042450574172
economy,petrol,3.26,2015,88801,Z12981419x,Kia Rio X-line,gear_stick,2019,25.119646276083188
economy,petrol,4.02,2015,84559,Z82302317n,Kia Rio X-line,wheel_shake,2016,47.50439508230785
standart,petrol,3.48,2014,68865,L21617225g,Renault Sandero,engine_ignition,2017,55.607655439298284
economy,petrol,4.98,2012,31082,u20627445L,Kia Rio,another_bug,2015,75.1002887546029
standart,petrol,2.62,2013,49116,y18690561q,Renault Kaptur,electro_bug,2021,41.166910362005545
standart,petrol,4.1,2011,4634,Z-2044688T,Renault Sandero,engine_ignition,2021,54.38897050226906
standart,petrol,4.9,2013,39388,i-2063652a,Kia Sportage,another_bug,2015,70.93574182957116
economy,petrol,5.44,2013,40168,D53387197K,Kia Rio X-line,wheel_shake,2017,31.156786082493127
standart,petrol,4.02,2013,40795,T46205315a,Renault Sandero,break_bug,2022,33.6787955148139
economy,petrol,4.84,2017,128987,w-3300489y,Skoda Rapid,engine_overheat,2020,29.592697201818673
economy,petrol,4.24,2013,44242,o43682483i,Skoda Rapid,engine_overheat,2017,38.35848732565221
economy,petrol,4.26,2013,42438,p-2177230P,Hyundai Solaris,engine_check,2017,58.92695970592292
economy,petrol,2.94,2017,117156,d53962651M,Smart ForTwo,engine_check,2015,59.01450077350653
economy,petrol,4.74,2014,67135,h-1079130a,Kia Rio X-line,engine_ignition,2020,60.01722119556059
economy,petrol,5.16,2015,76798,o-1654709m,Skoda Rapid,another_bug,2018,68.66477805343109
standart,petrol,4.46,2012,22077,Y18898842Z,Nissan Qashqai,electro_bug,2019,26.57513673532801
economy,petrol,6.04,2011,12071,d-1063018h,Kia Rio,engine_ignition,2018,59.93285149303724
economy,petrol,4.48,2016,108946,U-1438444g,Smart ForFour,engine_fuel,2015,23.293901099717463
economy,petrol,3.68,2015,86145,B22148840H,Hyundai Solaris,wheel_shake,2019,29.540150817397294
standart,petrol,3.96,2011,231,e12616376T,Renault Sandero,another_bug,2020,89.22516228356606
economy,petrol,4.84,2015,77622,p-7909067P,Hyundai Solaris,engine_ignition,2019,63.12796729348199
economy,petrol,4.04,2014,62532,K82118402p,VW Polo,break_bug,2021,43.63418433422087
economy,petrol,4.48,2014,57517,P-1904625Y,Kia Rio X-line,gear_stick,2021,24.824021673629158
economy,petrol,5.42,2014,58140,g-1997866b,VW Polo VI,engine_fuel,2018,39.68953369945212
economy,petrol,2.8,2013,42239,p22351271i,Smart Coupe,engine_overheat,2017,29.877221120133864
business,petrol,2.26,2016,112364,s18801959g,BMW 320i,engine_check,2020,67.35938356096159
economy,petrol,2.56,2017,116890,B63005670E,Smart ForTwo,another_bug,2019,54.470730242358954
standart,petrol,5.08,2013,40981,a-1298983n,Renault Kaptur,gear_stick,2022,37.48795604342682
economy,petrol,4.84,2017,117827,a-8447401l,Smart Coupe,break_bug,2017,42.30460042888119
standart,petrol,4.44,2015,87198,W-1146682H,Renault Sandero,engine_ignition,2014,50.53712518016094
standart,petrol,3.9,2012,22949,Y21010106g,Kia Sportage,electro_bug,2020,31.50529674528104
standart,petrol,4.2,2014,68381,N-1493098E,Nissan Qashqai,engine_overheat,2018,28.668611756483326
economy,petrol,3.44,2016,101455,a16757494v,Smart Coupe,wheel_shake,2021,44.005314669510824
standart,petrol,3.52,2014,59922,L31333870v,Kia Sportage,engine_fuel,2018,42.247722723985824
economy,petrol,5.8,2015,83572,O-1116026m,Hyundai Solaris,break_bug,2019,45.255536643946044
economy,petrol,5.76,2013,40551,a-1327017v,Smart ForFour,another_bug,2016,70.73697304706792
standart,petrol,3.48,2011,2535,J32481265i,Kia Sportage,break_bug,2020,30.20760974249252
standart,petrol,3.42,2011,415,i13565099o,Renault Kaptur,engine_overheat,2016,34.63650894962697
economy,petrol,4.6,2013,48799,u-7465003y,Skoda Rapid,engine_ignition,2016,53.206390088274226
economy,petrol,4.04,2016,88128,f-1485816K,VW Tiguan,gear_stick,2020,26.851540175846882
economy,petrol,4.34,2011,8091,g15201375h,Kia Rio X-line,gear_stick,2018,26.95034384761864
standart,petrol,4.54,2015,81099,d-1056916g,Kia Sportage,break_bug,2017,31.215629022658636
economy,petrol,4.2,2012,23940,w-8386823A,Kia Rio X-line,another_bug,2015,70.3389665959351
standart,petrol,2.86,2012,26020,e14576423c,Nissan Qashqai,engine_ignition,2019,59.63314601729357
economy,petrol,4.4,2016,97827,C-8282660x,Skoda Rapid,another_bug,2019,48.368973101353035
business,petrol,5.04,2011,1916,z-1194508g,Mercedes-Benz GLC,gear_stick,2021,54.502994594898155
economy,petrol,4.26,2013,37854,U15626570a,VW Tiguan,electro_bug,2018,32.57281093998563
standart,petrol,4.16,2011,2042,M17131119X,Renault Kaptur,engine_fuel,2020,34.17655872123351
economy,petrol,4.6,2012,21909,C16763454I,VW Polo VI,gear_stick,2017,25.755966026896346
economy,petrol,4.08,2016,113292,A16430015I,Smart Coupe,engine_fuel,2022,39.808731687112854
standart,petrol,3.6,2014,69020,T21560454W,Renault Kaptur,engine_overheat,2018,27.01561156274366
economy,petrol,4.24,2014,65783,d-5044364D,Kia Rio,electro_bug,2020,32.715664036032415
economy,petrol,4.5,2011,1652,p-1077837n,VW Polo VI,engine_fuel,2022,37.520194774918124
economy,petrol,6.66,2013,42825,x-1500687G,Skoda Rapid,engine_check,2015,51.31579450669251
economy,petrol,3.08,2014,57697,H22971297C,Smart ForFour,wheel_shake,2017,20.412900745255563
economy,petrol,4.88,2013,42036,A-4567027H,VW Polo,gear_stick,2018,40.30524947757162
economy,petrol,4.28,2015,90167,v99331575G,Hyundai Solaris,engine_ignition,2020,60.702135757122115
economy,petrol,4.18,2017,111936,l14731037p,Smart Coupe,wheel_shake,2017,30.459011985727233
business,petrol,3.92,2013,40706,H-7693291w,Mercedes-Benz GLC,gear_stick,2021,34.8033928817248
standart,petrol,4.38,2013,41581,j21216284z,Renault Sandero,electro_bug,2017,31.472923982745762
economy,petrol,3.42,2014,65962,f61114188C,VW Polo,wheel_shake,2015,28.056340290714626
economy,petrol,3.78,2015,79898,w18663416B,VW Polo,engine_ignition,2018,53.2404087667556
economy,petrol,5.44,2016,95596,N-1067764s,VW Tiguan,engine_check,2021,50.8086722559168
economy,petrol,6.26,2013,38375,B-3413598z,Smart Coupe,another_bug,2020,80.18919470349164
economy,petrol,3.84,2017,107474,a96316507d,Smart Coupe,engine_overheat,2018,33.69766167222742
economy,petrol,5.36,2017,125637,J-2163633P,Smart ForFour,electro_bug,2020,24.46650726789415
economy,petrol,4.08,2012,30101,c96131700J,VW Polo VI,another_bug,2020,83.09926380864697
standart,petrol,4.66,2012,27032,Q-2863519f,Renault Sandero,engine_overheat,2016,48.89097066557769
economy,petrol,5.12,2017,121316,Q-1467343c,Smart ForTwo,gear_stick,2018,26.395038031515057
business,petrol,4.08,2014,54786,K47229301D,Mini Cooper,engine_check,2017,73.45088652607657
economy,petrol,4.04,2017,123470,Y-1641594R,VW Tiguan,another_bug,2018,51.81644597723255
economy,petrol,4.42,2015,90274,R-4412745F,VW Polo,another_bug,2020,94.52546618907975
business,petrol,5.18,2015,81031,w-2100178z,BMW 320i,engine_fuel,2018,38.84205128757911
economy,petrol,2.94,2014,60627,N12140841u,Kia Rio X-line,engine_check,2017,48.54977518778547
economy,petrol,5.64,2017,132476,v-2217035r,Smart ForFour,engine_ignition,2018,55.83910731146377
economy,petrol,4.28,2013,37400,j22675199u,Kia Rio,break_bug,2017,33.17581596048254
economy,petrol,4.82,2012,31686,Y-2060323c,Kia Rio,engine_fuel,2020,50.654439128396184
standart,petrol,4.72,2014,59621,H-9946877t,Renault Sandero,engine_overheat,2014,26.775090025682083
standart,petrol,3.26,2011,6934,V24408620j,Renault Kaptur,engine_check,2019,51.92137752318453
economy,petrol,4.52,2012,21965,D20994817l,Kia Rio X-line,break_bug,2018,30.20410973022538
economy,petrol,4.28,2017,118785,d-5916656a,Skoda Rapid,engine_check,2020,55.088390639629615
economy,petrol,5.58,2016,102281,r-1888435Q,Smart Coupe,engine_ignition,2017,47.36546184838304
economy,petrol,3.38,2015,89071,s-8011046y,Kia Rio X-line,engine_check,2020,54.80420479267854
economy,petrol,4.82,2011,2107,q33500226d,VW Polo VI,engine_fuel,2018,30.0127785385662
economy,petrol,4.56,2016,90032,x-8934991u,Smart Coupe,engine_fuel,2020,34.29727063194104
economy,petrol,4.0,2014,55426,H41383708k,Hyundai Solaris,another_bug,2015,61.811361612307074
economy,petrol,4.14,2012,21507,l-8338225N,Kia Rio X-line,engine_fuel,2019,42.43833592836843
economy,petrol,3.32,2014,66570,g91653716Y,Hyundai Solaris,engine_overheat,2018,34.497378461586024
business,electro,3.1,2014,76277,C11147530X,MINI CooperSE,another_bug,2016,94.82027600751613
economy,petrol,2.28,2016,110260,N17651234L,Skoda Rapid,another_bug,2018,82.8120523614489
standart,petrol,2.9,2011,495,u-2300894n,Kia Sportage,engine_check,2020,38.96813485321007
standart,petrol,3.82,2015,84740,Q17527154g,Nissan Qashqai,gear_stick,2017,32.29682804994895
economy,petrol,4.6,2014,65012,t-1660621F,Kia Rio X,electro_bug,2015,32.9761843285877
economy,petrol,4.62,2014,60569,A-4300243z,VW Polo VI,gear_stick,2016,31.74028847482301
standart,petrol,4.88,2013,48464,Q-1531120K,Renault Kaptur,another_bug,2019,63.77044716170951
economy,petrol,4.16,2013,44976,b14483061v,Smart ForTwo,electro_bug,2018,30.334720540084728
economy,petrol,4.26,2015,73366,p13496102g,Kia Rio X,engine_fuel,2022,37.096839198664384
economy,petrol,4.6,2017,122522,m-2207671H,Smart ForFour,engine_overheat,2020,42.65036144950092
premium,electro,3.14,2013,42986,n21219044S,Volkswagen ID.4 ,electro_bug,2018,43.59116367707386
economy,petrol,5.38,2011,5207,f-3084055k,Kia Rio,engine_ignition,2018,53.603172893769674
standart,petrol,4.74,2014,65239,b-7106735g,Kia Sportage,engine_fuel,2018,29.9952660682687
economy,petrol,5.22,2014,54808,B-5818398M,Skoda Rapid,engine_ignition,2019,59.7947800955213
economy,petrol,4.62,2013,45058,Y-1909289A,Kia Rio X,engine_check,2017,53.956777343500264
standart,petrol,5.7,2015,93495,k-6134216L,Kia Sportage,engine_ignition,2020,63.87473904580835
economy,petrol,4.76,2017,110951,q-8983496T,Smart Coupe,gear_stick,2019,25.580767521313465
economy,petrol,2.74,2011,2350,n31468349R,VW Polo,break_bug,2014,49.475069785449605
economy,petrol,3.34,2011,892,r32178017j,Kia Rio X,another_bug,2014,55.083099614539826
standart,petrol,4.26,2011,479,c21152319h,Renault Sandero,electro_bug,2019,37.48656904012824
standart,petrol,3.52,2011,5977,q83106491d,Kia Sportage,another_bug,2018,65.83579163809864
economy,petrol,4.44,2015,81014,u22537189s,Kia Rio X-line,engine_fuel,2019,27.305840554559783
standart,petrol,4.72,2013,44914,w30595040m,Nissan Qashqai,break_bug,2016,33.31960747914281
standart,petrol,5.24,2015,84304,x-1954941U,Renault Sandero,engine_fuel,2014,27.817849048351164
economy,petrol,6.22,2014,61579,V-3403078z,VW Tiguan,wheel_shake,2020,30.654722239368965
economy,petrol,4.0,2014,64792,S42898575W,Skoda Rapid,electro_bug,2019,33.3863403778677
economy,petrol,3.56,2014,64890,a10804017l,Smart ForFour,break_bug,2019,21.80424876075113
