car_type,fuel_type,car_rating,year_to_start,riders,car_id,model,target_reg,target_class,year_to_work
economy,petrol,3.66,2014,64041,m97152459x,Smart ForFour,0,engine_overheat,2016
economy,petrol,3.08,2015,72087,n79502261g,Smart Coupe,0,another_bug,2021
economy,petrol,4.58,2016,94328,I-1934004o,Smart ForTwo,1,engine_fuel,2021
economy,petrol,4.56,2014,66583,w-8712305w,Smart ForTwo,2,another_bug,2018
standart,petrol,3.96,2013,41494,t19569988O,Renault Sandero,0,engine_check,2021
standart,petrol,5.38,2015,87109,w-6743502g,Renault Kaptur,1,engine_check,2022
standart,petrol,4.42,2013,40668,e17224457A,Renault Kaptur,0,electro_bug,2020
economy,petrol,3.06,2011,4872,N25093826z,VW Polo VI,0,engine_ignition,2020
standart,petrol,3.48,2013,42492,k53344668C,Renault Sandero,1,gear_stick,2015
standart,petrol,5.18,2015,73900,x-2014093y,Nissan Qashqai,1,electro_bug,2020
economy,petrol,4.9,2015,96146,d-4591998F,Smart Coupe,0,break_bug,2015
standart,petrol,3.48,2014,64957,c18837598f,Nissan Qashqai,1,gear_stick,2020
standart,petrol,3.86,2011,5825,o55235221X,Renault Kaptur,1,electro_bug,2018
economy,petrol,4.1,2015,83934,r-2090723O,Smart Coupe,0,break_bug,2019
business,petrol,3.86,2015,74019,U-1191921E,Fiat 500,1,engine_ignition,2018
economy,petrol,4.58,2015,81306,r-1970023T,VW Polo VI,0,wheel_shake,2021
economy,petrol,4.62,2014,65210,S-1674892M,Hyundai Solaris,0,electro_bug,2016
business,petrol,4.76,2012,28258,G-2162452R,Fiat 500,1,gear_stick,2018
economy,petrol,4.08,2012,22630,A80378730d,Kia Rio X,0,wheel_shake,2021
standart,petrol,6.48,2014,55236,u-1819284w,Renault Sandero,2,another_bug,2017
economy,petrol,6.5,2015,71430,v-1209318r,Kia Rio X-line,0,engine_fuel,2022
economy,petrol,4.44,2012,26882,x83440968Q,VW Polo,0,engine_overheat,2021
economy,petrol,4.48,2014,62289,p-3416801F,VW Tiguan,0,engine_overheat,2020
economy,petrol,6.46,2015,86354,a-2129214S,VW Polo VI,0,engine_fuel,2016
economy,petrol,3.24,2016,115460,g11810192a,VW Tiguan,2,engine_check,2021
economy,petrol,4.86,2012,27025,b46831044u,Hyundai Solaris,1,engine_fuel,2018
economy,petrol,4.18,2014,65540,O16337155M,Kia Rio X,1,engine_check,2017
economy,petrol,4.66,2012,18156,y22428950Y,VW Polo,0,gear_stick,2014
standart,petrol,3.94,2015,82684,v20100933V,Kia Sportage,0,engine_overheat,2016
economy,petrol,4.1,2016,104548,o-1780770o,Smart Coupe,0,engine_fuel,2020
premium,petrol,4.06,2016,97009,d12165520i,Audi Q3,0,electro_bug,2019
economy,petrol,4.6,2014,61293,O-1008421H,VW Polo,0,engine_check,2017
economy,petrol,4.94,2014,66586,l-2243901f,Smart Coupe,0,engine_check,2015
economy,petrol,3.88,2015,91037,a33313854t,Kia Rio X,0,gear_stick,2021
economy,petrol,3.28,2014,69590,M45840955U,Smart ForTwo,0,wheel_shake,2020
standart,petrol,3.42,2013,44337,q22701640I,Nissan Qashqai,0,engine_ignition,2017
economy,petrol,4.24,2013,46034,J-2186173q,Hyundai Solaris,0,engine_ignition,2017
economy,petrol,4.78,2013,45777,T-9875021z,VW Tiguan,0,another_bug,2019
economy,petrol,3.0,2014,69044,B16049866X,Kia Rio,0,engine_fuel,2021
economy,petrol,4.0,2016,109882,i19613288g,Smart ForFour,0,engine_check,2020
economy,petrol,3.92,2015,87870,P52156891U,Kia Rio X,0,engine_overheat,2020
economy,petrol,5.14,2015,82560,q-1768505B,Kia Rio,0,engine_check,2019
economy,petrol,2.82,2017,106380,m16922194d,Smart ForFour,2,gear_stick,2020
standart,petrol,5.98,2013,44214,D-1867285e,Renault Kaptur,2,engine_fuel,2014
standart,petrol,4.6,2014,64478,l-2092770w,Nissan Qashqai,0,engine_fuel,2019
economy,petrol,4.2,2016,108607,t-1587546h,Smart ForFour,0,engine_fuel,2019
economy,petrol,2.28,2013,43122,Z15287780R,Smart ForFour,0,engine_check,2016
economy,petrol,4.3,2014,70793,d86346817o,Smart ForFour,0,engine_overheat,2016
premium,petrol,4.32,2014,58160,O18471034K,Audi A4,1,engine_ignition,2022
economy,petrol,5.06,2015,96347,l79825102V,Smart Coupe,0,wheel_shake,2021
economy,petrol,4.18,2013,41946,p20324322c,Smart Coupe,0,engine_overheat,2014
economy,petrol,6.74,2016,98683,p-8776685b,Smart ForTwo,0,engine_check,2020
economy,petrol,4.22,2017,111052,A12568692Y,Smart Coupe,0,wheel_shake,2018
standart,petrol,4.66,2011,8846,C-1658821I,Kia Sportage,0,another_bug,2014
economy,petrol,3.36,2014,61965,G62487539y,Hyundai Solaris,0,gear_stick,2020
standart,petrol,3.28,2015,84202,y-7520188c,Kia Sportage,0,engine_check,2015
economy,petrol,4.3,2017,129275,U-3855489z,VW Tiguan,1,engine_fuel,2022
economy,petrol,4.86,2015,76346,n-2084367B,VW Polo,0,engine_fuel,2018
economy,petrol,2.06,2012,22605,j47796305l,Kia Rio,0,break_bug,2019
economy,petrol,4.34,2013,46941,z19301567i,VW Tiguan,0,engine_overheat,2022
standart,petrol,4.48,2013,36590,H-4823323i,Renault Sandero,0,break_bug,2014
economy,petrol,4.6,2017,121135,S-6466908z,VW Tiguan,0,engine_overheat,2021
standart,petrol,4.92,2012,25069,Z-2472770a,Renault Sandero,0,gear_stick,2020
economy,petrol,4.1,2013,37593,B72054123K,Kia Rio X-line,1,electro_bug,2021
economy,petrol,3.1,2013,44609,n31353865P,Kia Rio X-line,0,engine_fuel,2016
standart,petrol,2.42,2013,40370,P63973841b,Nissan Qashqai,1,break_bug,2019
economy,petrol,3.12,2014,63750,u95341442h,Kia Rio,0,break_bug,2014
standart,petrol,5.06,2013,43103,z-5617263I,Nissan Qashqai,0,engine_ignition,2021
economy,petrol,3.84,2017,125443,s-1440522g,Smart ForTwo,0,electro_bug,2021
economy,petrol,5.62,2015,86871,i-1314717a,VW Polo,2,engine_check,2020
economy,petrol,3.8,2014,62893,g88708259n,VW Polo VI,0,electro_bug,2016
economy,petrol,5.26,2015,77755,w-1350890O,Smart Coupe,0,engine_check,2015
economy,petrol,4.8,2015,79159,b-1785569X,Kia Rio X,0,gear_stick,2021
premium,petrol,4.26,2017,109507,M10208049m,Audi A4,0,engine_overheat,2019
economy,petrol,4.08,2015,78955,p10312031l,VW Polo VI,0,wheel_shake,2019
standart,petrol,4.2,2015,84982,j15820254t,Kia Sportage,0,engine_fuel,2014
economy,petrol,3.94,2015,75852,b11219834D,VW Polo,0,engine_check,2016
economy,petrol,4.54,2013,36421,N17581389s,VW Polo,0,another_bug,2016
standart,petrol,4.28,2012,20197,Z-6866329f,Kia Sportage,1,engine_fuel,2016
standart,petrol,4.06,2015,82174,a15357539b,Kia Sportage,3,engine_fuel,2019
economy,petrol,2.04,2012,27291,g27845738D,Kia Rio X-line,1,wheel_shake,2019
economy,petrol,7.7,2015,86990,y-1168665M,VW Polo VI,0,break_bug,2019
standart,petrol,4.6,2013,42786,a-2277951A,Kia Sportage,0,engine_fuel,2021
standart,petrol,5.02,2014,55586,X-1688379x,Renault Sandero,1,engine_overheat,2016
standart,petrol,4.48,2011,1285,b-8541663W,Renault Sandero,2,engine_ignition,2014
economy,petrol,4.1,2015,75805,Z73577393A,VW Polo,0,another_bug,2016
economy,petrol,8.9,2016,108915,c-1328664u,Smart ForFour,1,break_bug,2018
economy,petrol,4.92,2015,84509,q-1501864D,VW Polo,0,gear_stick,2016
standart,petrol,5.78,2012,22604,P-2028474q,Renault Kaptur,0,engine_overheat,2015
standart,petrol,4.78,2015,79219,r-1140095D,Nissan Qashqai,0,engine_overheat,2021
economy,petrol,5.24,2014,65715,b-1943502r,Smart ForTwo,0,break_bug,2015
economy,petrol,3.8,2014,67882,X13904036v,Hyundai Solaris,0,engine_check,2019
economy,petrol,2.58,2014,62465,p22201009c,Skoda Rapid,0,another_bug,2017
economy,petrol,3.82,2015,76340,b-1731846p,Smart ForFour,0,engine_overheat,2016
economy,petrol,2.32,2013,42076,k17692433t,VW Polo,2,break_bug,2018
economy,petrol,4.36,2013,44311,a-2924229p,Smart ForTwo,0,engine_fuel,2018
standart,petrol,4.46,2013,43670,I19994305a,Kia Sportage,1,engine_ignition,2021
standart,petrol,4.86,2012,21331,m-1232449r,Renault Kaptur,0,engine_overheat,2017
economy,petrol,3.6,2017,133793,R16189354h,Smart ForFour,2,engine_overheat,2020
standart,petrol,4.7,2015,81843,s73955878e,Nissan Qashqai,0,gear_stick,2020
economy,petrol,3.44,2015,85781,w21104807B,Kia Rio X,0,engine_ignition,2019
economy,petrol,5.12,2014,58403,Y-8714590s,Hyundai Solaris,2,electro_bug,2016
economy,petrol,5.0,2015,87354,n-6604555n,VW Polo VI,0,electro_bug,2018
standart,petrol,4.4,2012,21206,f61508634I,Renault Sandero,0,electro_bug,2014
economy,petrol,3.16,2013,44311,S56454866u,VW Polo VI,2,another_bug,2016
economy,petrol,3.18,2013,41277,B20112755F,Smart ForTwo,2,engine_ignition,2014
economy,petrol,4.18,2014,63696,u-2542978x,Smart ForFour,0,engine_fuel,2020
standart,petrol,4.94,2011,2347,r-1818598c,Kia Sportage,0,electro_bug,2022
economy,petrol,4.04,2016,101556,p36642359W,Smart ForTwo,0,wheel_shake,2020
economy,petrol,3.86,2013,37535,z22596029p,Smart Coupe,0,another_bug,2020
business,petrol,4.36,2012,22443,j13578702a,Mercedes-Benz E200,0,engine_fuel,2020
economy,petrol,2.9,2013,56221,b48529290x,VW Polo,1,break_bug,2014
economy,petrol,3.36,2017,118282,P91727327m,Smart ForFour,0,wheel_shake,2015
economy,petrol,3.1,2015,80882,J20066002Q,VW Tiguan,0,engine_ignition,2022
economy,petrol,3.36,2011,33,m41690051B,Kia Rio,3,electro_bug,2019
economy,petrol,4.24,2013,37333,P-2704218g,VW Polo,0,engine_check,2015
standart,petrol,4.96,2015,78692,C-1990447o,Renault Kaptur,0,engine_check,2020
economy,petrol,4.0,2015,78534,f17350995b,VW Polo VI,0,engine_ignition,2020
economy,petrol,5.7,2014,70360,l-1379405m,Kia Rio X-line,0,electro_bug,2014
economy,petrol,3.88,2014,55508,A13722291q,Skoda Rapid,0,engine_check,2015
economy,petrol,5.24,2013,47817,c-8926473m,Skoda Rapid,0,electro_bug,2021
economy,petrol,4.5,2013,47240,C-1517922h,VW Polo,1,engine_overheat,2018
standart,petrol,4.66,2011,10964,I-3302827r,Kia Sportage,3,gear_stick,2018
premium,petrol,4.8,2017,111541,t-2006618I,Audi A3,0,electro_bug,2021
economy,petrol,4.7,2014,66138,E-6273926P,Hyundai Solaris,0,wheel_shake,2020
economy,petrol,4.0,2015,77172,a10698807I,Hyundai Solaris,1,break_bug,2020
standart,petrol,2.48,2012,24398,A15941630F,Kia Sportage,0,engine_overheat,2019
economy,petrol,5.56,2015,80216,t-4403975D,Kia Rio X-line,0,another_bug,2016
economy,petrol,2.3,2015,77635,R14388702V,Kia Rio X-line,0,engine_check,2020
premium,electro,4.84,2013,41467,R-1161362E,Tesla Model 3,0,engine_ignition,2021
economy,petrol,4.5,2014,57823,E-1829228V,Skoda Rapid,1,engine_overheat,2014
economy,petrol,4.24,2015,74216,f-1106666p,VW Polo,0,engine_check,2019
economy,petrol,5.48,2014,65620,B-1345652W,VW Polo VI,1,break_bug,2018
economy,petrol,4.04,2016,99581,e-3819053E,Skoda Rapid,0,engine_check,2016
economy,petrol,5.48,2014,70225,j-9803131z,Skoda Rapid,0,electro_bug,2015
economy,petrol,4.6,2017,124372,V-2042242Z,Smart ForTwo,0,engine_check,2014
economy,petrol,6.44,2013,41238,Q-2229156F,Smart ForTwo,1,engine_check,2019
economy,petrol,5.72,2013,45196,P17330852B,VW Polo,0,gear_stick,2019
economy,petrol,4.56,2015,73722,H12470081t,Hyundai Solaris,0,engine_check,2017
economy,petrol,4.98,2012,28214,Y-2395041a,Kia Rio X-line,1,wheel_shake,2018
economy,petrol,5.2,2015,81957,m-6830168g,Kia Rio X,0,engine_check,2015
economy,petrol,4.28,2015,80189,n-1048550o,Skoda Rapid,0,engine_check,2020
economy,petrol,4.0,2013,46406,p-4620845q,Skoda Rapid,0,gear_stick,2016
economy,petrol,2.98,2016,101520,f11770501z,Skoda Rapid,2,break_bug,2017
standart,petrol,4.88,2015,70583,z-1908457z,Nissan Qashqai,0,another_bug,2019
economy,petrol,3.16,2015,85093,r11798594T,Hyundai Solaris,0,break_bug,2017
business,electro,4.38,2013,40181,O-7679980f,MINI CooperSE,0,engine_ignition,2021
economy,petrol,4.72,2012,27466,d-4958292z,Hyundai Solaris,0,wheel_shake,2019
standart,petrol,3.08,2013,41189,i24986996P,Nissan Qashqai,0,electro_bug,2017
economy,petrol,4.54,2013,38871,q96758261e,Smart ForFour,1,engine_check,2017
economy,petrol,4.78,2013,41726,n-1078109P,Kia Rio X-line,0,gear_stick,2020
economy,petrol,4.38,2017,128424,r15504196O,Smart Coupe,0,break_bug,2015
economy,petrol,3.74,2013,41900,g21697086z,Smart ForFour,0,break_bug,2016
economy,petrol,5.38,2015,79607,i-3020701S,VW Tiguan,0,engine_overheat,2018
economy,petrol,3.74,2016,100999,B51449710T,Skoda Rapid,0,engine_fuel,2022
standart,petrol,3.76,2012,31867,s-9164758n,Renault Kaptur,0,engine_overheat,2018
economy,petrol,4.9,2014,53778,R16339581p,Hyundai Solaris,0,another_bug,2016
standart,petrol,2.66,2013,43995,G17715538Y,Kia Sportage,0,break_bug,2022
economy,petrol,4.52,2015,79469,Z92202314D,VW Polo VI,0,engine_overheat,2014
economy,petrol,3.12,2015,88608,d85134463X,Kia Rio X,0,electro_bug,2017
economy,petrol,4.5,2015,77523,M-5383474I,Hyundai Solaris,0,engine_ignition,2020
economy,petrol,4.38,2014,64605,A10851146v,VW Polo,0,break_bug,2019
economy,petrol,3.58,2013,42125,u79799419P,Kia Rio X-line,0,engine_overheat,2021
economy,petrol,3.22,2014,55056,Z49218892E,VW Polo VI,0,gear_stick,2015
economy,petrol,4.2,2016,88360,Y10613935s,Skoda Rapid,0,break_bug,2016
economy,petrol,4.98,2016,94149,C-6633868m,Skoda Rapid,0,wheel_shake,2021
standart,petrol,3.92,2013,49282,h20236568A,Renault Kaptur,0,another_bug,2018
standart,petrol,3.78,2015,88326,R12442788C,Nissan Qashqai,0,engine_ignition,2019
standart,petrol,4.94,2015,83708,N-2189109n,Renault Kaptur,3,engine_fuel,2014
economy,petrol,5.7,2015,82708,x-1111076W,VW Polo VI,2,electro_bug,2014
economy,petrol,5.08,2013,45588,Q-1319605b,VW Polo VI,0,break_bug,2015
standart,petrol,3.88,2011,7182,d-1613102p,Kia Sportage,1,engine_ignition,2015
standart,petrol,3.74,2011,1219,e23025129X,Nissan Qashqai,1,break_bug,2018
standart,petrol,4.62,2015,76523,S41123157J,Nissan Qashqai,0,break_bug,2021
economy,petrol,4.16,2015,82703,x-1174319N,Smart Coupe,0,engine_check,2020
economy,petrol,5.58,2015,78994,I-1847374X,VW Polo VI,0,engine_ignition,2019
economy,petrol,4.96,2013,41800,V-1073406u,Kia Rio X,0,engine_overheat,2021
economy,petrol,3.74,2016,105659,k15171262X,Smart ForFour,0,engine_overheat,2018
economy,petrol,3.82,2015,80264,V21379614l,Hyundai Solaris,0,engine_ignition,2020
standart,petrol,5.08,2015,87536,d-2112406w,Renault Kaptur,0,break_bug,2021
economy,petrol,3.6,2013,41213,x-1408552U,VW Polo VI,0,wheel_shake,2017
economy,petrol,3.64,2013,38897,Z34332118r,Smart Coupe,0,engine_ignition,2021
premium,petrol,4.72,2017,116983,h-2930740k,Audi A4,1,engine_overheat,2017
economy,petrol,4.54,2014,70612,V-9728915a,VW Polo VI,0,engine_overheat,2019
economy,petrol,3.32,2015,94780,M17938835z,Skoda Rapid,2,wheel_shake,2016
economy,petrol,3.76,2016,103187,z-3747302L,Smart Coupe,0,engine_overheat,2017
standart,petrol,4.72,2013,47027,y-2605432W,Nissan Qashqai,0,engine_fuel,2019
standart,petrol,3.86,2012,25720,d42149834P,Nissan Qashqai,3,engine_fuel,2022
economy,petrol,5.1,2017,116104,g21854185N,VW Tiguan,1,gear_stick,2017
economy,petrol,4.34,2017,122107,y37826050q,Smart ForFour,0,engine_check,2018
economy,petrol,3.92,2016,112234,E98324062j,Smart Coupe,1,engine_overheat,2015
standart,petrol,5.16,2011,4212,j-1349295E,Renault Kaptur,0,engine_overheat,2015
economy,petrol,3.58,2013,44588,I47319182n,Kia Rio X-line,0,engine_overheat,2018
standart,petrol,5.3,2011,2427,f-1300760u,Kia Sportage,0,break_bug,2019
standart,petrol,3.48,2012,28958,Y97110971P,Renault Sandero,0,another_bug,2019
economy,petrol,0.98,2017,119398,v14623001k,Smart Coupe,1,another_bug,2014
standart,petrol,5.34,2012,18779,X-3262812p,Kia Sportage,0,engine_fuel,2018
economy,petrol,4.86,2011,5638,f-1863210S,Hyundai Solaris,0,another_bug,2018
economy,petrol,4.2,2013,38769,H-1041344f,Kia Rio X,0,engine_fuel,2018
economy,petrol,3.66,2016,94938,c96102825T,Smart ForTwo,0,wheel_shake,2019
economy,petrol,3.08,2015,83715,t94682640x,Kia Rio X,0,engine_overheat,2022
economy,petrol,4.4,2016,90059,L-6391483w,Skoda Rapid,0,engine_overheat,2020
economy,petrol,3.78,2012,24891,s18030533g,VW Polo VI,2,break_bug,2016
economy,petrol,4.62,2015,88812,F-8514150E,Kia Rio X-line,1,another_bug,2017
economy,petrol,4.06,2014,69131,I-3655411V,VW Polo VI,1,electro_bug,2017
economy,petrol,4.82,2016,95302,Q-3432704o,VW Tiguan,1,engine_overheat,2019
economy,petrol,3.98,2015,88301,n14484446O,VW Polo VI,0,engine_fuel,2017
economy,petrol,4.06,2015,72583,H72378904z,Kia Rio,0,gear_stick,2014
economy,petrol,4.52,2013,49610,d-3700930e,Kia Rio,0,engine_ignition,2014
standart,petrol,6.34,2011,3267,R-1779027F,Renault Kaptur,0,gear_stick,2022
economy,petrol,4.82,2014,66742,K-2177169P,Smart Coupe,0,engine_ignition,2020
economy,petrol,3.36,2011,4605,U22558213g,Hyundai Solaris,0,break_bug,2014
economy,petrol,3.34,2015,86366,e-1228757n,VW Polo VI,0,engine_overheat,2016
premium,petrol,4.28,2017,132149,L-5297416Y,Audi Q3,0,engine_fuel,2022
economy,petrol,4.48,2017,135569,B-1448242P,VW Tiguan,0,gear_stick,2019
standart,petrol,4.32,2011,2082,j-1143057h,Renault Sandero,1,gear_stick,2020
standart,petrol,6.02,2015,74211,V-1493273B,Renault Sandero,0,engine_fuel,2019
economy,petrol,4.48,2012,23765,Z-2128377r,Kia Rio X-line,1,engine_check,2014
economy,petrol,6.76,2016,104079,p-1573015A,Smart ForTwo,0,break_bug,2019
economy,petrol,4.44,2015,89113,j-1994836d,Kia Rio X,0,wheel_shake,2016
standart,petrol,2.54,2015,84513,U65662686c,Nissan Qashqai,0,break_bug,2019
economy,petrol,5.94,2013,47661,I-2255959U,VW Polo,1,gear_stick,2017
economy,petrol,4.88,2012,22804,S-4820484y,VW Polo,0,break_bug,2019
economy,petrol,4.7,2013,42215,P-2041199z,VW Polo,0,engine_overheat,2016
economy,petrol,5.06,2017,132330,g-8761468w,Skoda Rapid,0,another_bug,2019
standart,petrol,3.88,2014,60613,R15066591E,Renault Kaptur,0,break_bug,2019
economy,petrol,4.26,2015,83280,Q-6145494U,Kia Rio X-line,0,electro_bug,2018
economy,petrol,3.46,2012,22112,W10708735F,Kia Rio,1,gear_stick,2017
standart,petrol,4.42,2015,78525,G10820921U,Renault Sandero,0,another_bug,2022
premium,electro,4.58,2013,48775,p17325319H,Volkswagen ID.4 ,2,engine_ignition,2019
standart,petrol,5.88,2013,46440,F-1510394i,Kia Sportage,0,another_bug,2014
economy,petrol,4.46,2012,30674,B-1357696S,Kia Rio X,0,another_bug,2021
economy,petrol,3.46,2016,94217,h16279695K,Smart Coupe,0,wheel_shake,2021
business,petrol,4.1,2012,20824,R16902447f,Mini Cooper,1,gear_stick,2016
economy,petrol,5.4,2015,87468,S-6684161s,Hyundai Solaris,0,engine_overheat,2021
economy,petrol,3.0,2014,65974,C58608888l,Hyundai Solaris,0,wheel_shake,2021
economy,petrol,1.04,2014,72790,h17861805G,Kia Rio X,0,engine_ignition,2021
economy,petrol,4.66,2015,71469,d-2253716j,VW Tiguan,0,electro_bug,2021
economy,petrol,5.04,2013,43721,S54723559F,Hyundai Solaris,4,wheel_shake,2016
economy,petrol,4.74,2014,59095,C-1103176C,Smart Coupe,0,electro_bug,2015
economy,petrol,3.04,2012,21661,x16453445a,Kia Rio X,0,another_bug,2016
economy,petrol,3.52,2015,83333,z41508842z,Skoda Rapid,1,engine_overheat,2021
economy,petrol,4.68,2015,72155,d16699323u,Kia Rio X,0,engine_ignition,2016
standart,petrol,4.48,2014,65533,C17311656B,Kia Sportage,0,gear_stick,2016
premium,petrol,5.18,2015,91210,B37768184I,Audi A3,4,break_bug,2020
standart,petrol,4.22,2015,82245,I66859230r,Renault Kaptur,0,break_bug,2017
standart,petrol,3.2,2015,73265,f21340662W,Renault Kaptur,0,another_bug,2018
premium,petrol,3.8,2016,107657,P64817824s,Audi A4,0,another_bug,2018
economy,petrol,4.06,2014,69285,z56003561k,Smart Coupe,0,another_bug,2014
economy,petrol,4.9,2016,100928,g-1168593W,VW Tiguan,1,engine_check,2021
standart,petrol,4.32,2015,88574,F68295874Z,Renault Kaptur,0,engine_check,2017
economy,petrol,3.04,2013,43207,Q19307898c,Kia Rio X,0,engine_check,2017
economy,petrol,4.14,2013,38300,K22750834U,Kia Rio X-line,0,engine_check,2016
economy,petrol,5.08,2017,110853,D-1319701n,Smart ForFour,0,break_bug,2017
economy,petrol,5.0,2012,24149,y-6093462X,VW Polo,0,electro_bug,2021
economy,petrol,4.94,2015,84426,I-1242074u,VW Polo,1,another_bug,2022
economy,petrol,4.62,2015,75828,F-3351081U,Kia Rio,0,break_bug,2019
economy,petrol,4.5,2012,20871,q20118649S,Kia Rio X,2,engine_fuel,2017
economy,petrol,2.72,2016,97460,Q10035994a,Smart Coupe,0,gear_stick,2020
economy,petrol,3.46,2015,85013,F19447831G,VW Polo,0,break_bug,2016
standart,petrol,4.14,2013,41962,L-4452446Z,Renault Sandero,1,another_bug,2016
economy,petrol,5.02,2012,21148,M-3227100t,VW Polo,0,engine_overheat,2016
economy,petrol,5.64,2011,4528,s-1689007T,Kia Rio X-line,0,break_bug,2021
standart,petrol,3.68,2014,62343,B88120693S,Renault Sandero,1,engine_ignition,2020
standart,petrol,4.38,2011,1073,k10152000a,Renault Sandero,0,engine_fuel,2016
economy,petrol,4.98,2014,59833,m16516804p,Kia Rio X-line,0,engine_fuel,2014
economy,petrol,4.84,2014,62498,H12617664T,Kia Rio,0,engine_fuel,2014
economy,petrol,3.5,2015,76001,P19653432E,Hyundai Solaris,0,engine_ignition,2018
economy,petrol,3.46,2015,78651,t-1064471J,Hyundai Solaris,0,gear_stick,2019
economy,petrol,4.54,2011,576,x-1749702B,VW Polo,0,gear_stick,2016
economy,petrol,5.24,2011,2097,t-2197360k,Kia Rio X,0,engine_ignition,2017
standart,petrol,2.84,2013,42587,x13220328w,Renault Sandero,0,gear_stick,2018
standart,petrol,6.9,2015,80963,d-2120346e,Renault Kaptur,2,gear_stick,2015
economy,petrol,4.56,2015,82544,h17414658v,Smart ForFour,1,engine_overheat,2017
economy,petrol,5.16,2015,79503,O-1642949k,VW Polo VI,1,break_bug,2016
standart,petrol,4.42,2011,2023,Q53125922U,Renault Kaptur,1,electro_bug,2020
standart,petrol,4.26,2012,24105,G-4985978n,Renault Kaptur,0,gear_stick,2019
economy,petrol,5.2,2014,61254,b-1461155F,VW Tiguan,0,engine_check,2018
standart,petrol,3.9,2014,67561,b-7040874b,Renault Sandero,0,electro_bug,2018
economy,petrol,4.76,2015,89626,x58863702m,Kia Rio X-line,1,electro_bug,2017
economy,petrol,4.18,2014,61551,Q39818857Y,Smart Coupe,1,gear_stick,2020
standart,petrol,3.36,2014,61830,r62935175h,Kia Sportage,0,gear_stick,2019
economy,petrol,3.54,2014,68064,x84930337h,Kia Rio X-line,0,engine_overheat,2019
standart,petrol,4.58,2012,19937,d18957206x,Renault Kaptur,0,electro_bug,2016
standart,petrol,4.78,2015,77870,W-6196754y,Renault Sandero,0,another_bug,2022
economy,petrol,4.78,2014,63372,N-1745703G,Smart Coupe,0,engine_check,2015
economy,petrol,3.72,2015,87561,g28641563H,Kia Rio X-line,0,another_bug,2022
economy,petrol,4.0,2012,28676,j11454423o,VW Polo,0,engine_ignition,2017
standart,petrol,4.76,2013,39441,F-1666827W,Renault Kaptur,1,engine_check,2017
economy,petrol,2.78,2015,77053,A21999620z,Kia Rio X,0,engine_check,2019
economy,petrol,3.06,2013,41027,u24432042k,Kia Rio X-line,0,break_bug,2020
standart,petrol,5.12,2014,63057,z30508487R,Renault Sandero,2,break_bug,2019
economy,petrol,4.4,2016,110995,r16294059S,VW Tiguan,0,break_bug,2019
standart,petrol,4.16,2013,42213,c75592211G,Kia Sportage,0,another_bug,2016
economy,petrol,4.16,2012,27329,L-1701832m,VW Polo VI,2,another_bug,2015
economy,petrol,3.54,2017,132056,k18648690J,Smart Coupe,0,break_bug,2015
standart,petrol,5.18,2012,20389,h-1998519z,Renault Kaptur,0,engine_fuel,2017
economy,petrol,4.4,2011,4913,H-2108091L,Hyundai Solaris,0,electro_bug,2020
economy,petrol,4.06,2015,90121,T-1861418l,Kia Rio X,0,engine_overheat,2019
business,electro,6.0,2015,73789,Y-2287594M,MINI CooperSE,2,engine_overheat,2019
economy,petrol,6.92,2013,51417,S-2262856H,Hyundai Solaris,1,another_bug,2018
economy,petrol,5.72,2014,62676,U-6212557F,Kia Rio,0,engine_ignition,2018
economy,petrol,2.86,2015,75719,n14735502c,VW Polo VI,0,engine_overheat,2017
standart,petrol,3.92,2013,43976,S42953963r,Nissan Qashqai,0,engine_overheat,2016
premium,petrol,4.24,2015,76607,T81007701m,Audi A3,0,engine_fuel,2021
economy,petrol,3.38,2014,73880,c15981745N,Kia Rio X-line,2,engine_check,2019
standart,petrol,2.12,2015,77686,x17396712H,Renault Sandero,0,break_bug,2022
economy,petrol,4.98,2016,93644,i28678068z,Skoda Rapid,0,gear_stick,2016
economy,petrol,5.06,2016,103638,e-2299648Q,VW Tiguan,1,another_bug,2019
economy,petrol,3.08,2015,76603,h19917788i,Kia Rio X-line,0,engine_fuel,2018
economy,petrol,4.16,2011,1654,s-1139976I,VW Polo VI,0,engine_overheat,2017
economy,petrol,5.58,2013,43168,K-8425830Q,Kia Rio,0,electro_bug,2021
business,petrol,3.62,2015,76747,d22617101F,Mini Cooper,0,electro_bug,2020
standart,petrol,4.12,2015,81393,h19371905Z,Renault Sandero,0,engine_overheat,2015
economy,petrol,3.04,2013,44425,k46522161e,Smart ForTwo,0,engine_ignition,2020
economy,petrol,5.32,2013,40732,K-5008643Z,VW Polo,0,electro_bug,2016
premium,electro,5.86,2016,88356,D17905231R,Tesla Model 3,1,engine_overheat,2019
economy,petrol,3.68,2011,6562,t10067949t,Hyundai Solaris,0,another_bug,2014
economy,petrol,4.66,2013,38996,i-6289789v,VW Polo,0,engine_fuel,2021
economy,petrol,4.24,2017,135574,u13437959M,Smart ForFour,0,engine_ignition,2018
standart,petrol,2.96,2014,67592,s10053140L,Renault Sandero,2,engine_overheat,2021
economy,petrol,3.82,2015,91515,C50021983M,Kia Rio X,1,engine_overheat,2017
economy,petrol,3.3,2012,25267,Z-9946732U,Kia Rio X-line,0,another_bug,2017
economy,petrol,6.16,2017,137537,K-1500884y,Skoda Rapid,0,electro_bug,2014
